,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,Scott Chandler,Chiefs,0,0,0,0,0,0,18.0,TE,0,2,63,5,0,0,0,0,1,2011,1
1,1,0,0,Aaron Hernandez,Dolphins,0,0,0,0,0,0,16.0,TE,0,1,103,7,0,0,0,0,1,2011,1
2,2,0,0,Rob Gronkowski,Dolphins,0,0,0,0,0,0,14.0,TE,0,1,86,6,0,0,0,0,1,2011,1
3,3,0,0,Jeff King,Panthers,0,0,0,0,0,0,12.0,TE,0,1,61,2,0,0,0,0,1,2011,0
4,4,0,0,Dustin Keller,Cowboys,0,0,0,0,0,0,12.0,TE,0,1,61,5,0,0,0,0,1,2011,0
5,5,0,0,Jason Witten,Jets,0,0,0,0,0,0,11.0,TE,0,0,110,6,0,0,0,0,1,2011,1
6,6,0,0,Jermaine Gresham,Browns,0,0,0,0,0,0,11.0,TE,0,1,58,6,0,0,0,0,1,2011,1
7,7,0,0,Jimmy Graham,Packers,0,0,0,0,0,0,11.0,TE,0,1,56,4,0,0,0,0,1,2011,1
8,8,0,0,Ed Dickson,Steelers,0,0,0,0,0,0,11.0,TE,0,1,59,5,0,0,0,0,1,2011,0
9,9,0,0,Benjamin Watson,Bengals,0,0,0,0,0,0,10.0,TE,0,1,45,3,0,0,0,0,1,2011,0
10,10,0,0,Fred Davis,Giants,0,0,0,0,0,0,10.0,TE,0,0,105,5,0,0,0,0,1,2011,0
11,11,0,0,Evan Moore,Bengals,0,0,0,0,0,0,9.0,TE,0,1,35,3,0,0,0,0,1,2011,0
12,12,0,0,Anthony Fasano,Patriots,0,0,0,0,0,0,8.0,TE,0,0,82,5,0,0,0,0,1,2011,0
13,13,0,0,Tony Scheffler,Buccaneers,0,0,0,0,0,0,7.0,TE,0,1,11,1,0,1,0,5,1,2011,1
14,14,0,0,Greg Olsen,Cardinals,0,0,0,0,0,0,7.0,TE,0,0,78,4,0,0,0,0,1,2011,1
15,15,0,0,Tony Gonzalez,Bears,0,0,0,0,0,0,7.0,TE,0,0,72,5,0,0,0,0,1,2011,1
16,16,0,0,Antonio Gates,Min,0,0,0,0,0,0,7.0,TE,0,0,74,8,0,0,0,0,1,2011,0
17,17,0,0,Kellen Winslow,Lions,0,0,0,0,0,0,6.0,TE,0,0,66,6,0,0,0,0,1,2011,0
18,18,0,0,Matt Spaeth,Falcons,0,0,0,0,0,0,6.0,TE,0,1,7,2,0,0,0,0,1,2011,0
19,19,0,0,Jeremy Shockey,Cardinals,0,0,0,0,0,0,5.0,TE,0,0,51,3,0,0,0,0,1,2011,1
20,20,0,0,Brandon Pettigrew,Buccaneers,0,0,0,0,0,0,5.0,TE,0,0,57,4,0,0,0,0,1,2011,1
21,21,0,0,Jermichael Finley,Saints,0,0,0,0,0,0,5.0,TE,0,0,53,3,0,0,0,0,1,2011,0
22,22,0,0,Jake Ballard,Redskins,0,0,0,0,0,0,5.0,TE,0,0,59,2,0,0,0,0,1,2011,1
23,23,0,0,Dennis Pitta,Steelers,0,0,0,0,0,0,4.0,TE,0,0,45,2,0,0,0,0,1,2011,0
24,24,0,0,Heath Miller,Ravens,0,0,0,0,0,0,4.0,TE,0,0,42,3,0,0,0,0,1,2011,1
25,25,0,0,Todd Heap,Panthers,0,0,0,0,0,0,4.0,TE,0,0,40,2,0,0,0,0,1,2011,0
26,26,0,0,Vernon Davis,Seahawks,0,0,0,0,0,0,4.0,TE,0,0,47,5,0,0,0,0,1,2011,0
27,27,0,0,Daniel Fells,Raiders,0,0,0,0,0,0,3.0,TE,0,0,32,3,0,0,0,0,1,2011,0
28,28,0,0,Dallas Clark,Texans,0,0,0,0,0,0,3.0,TE,0,0,39,4,0,0,0,0,1,2011,1
29,29,0,0,Leonard Pope,Bills,0,0,0,0,0,0,2.0,TE,0,0,24,3,0,0,0,0,1,2011,0
30,30,0,0,Randy McMichael,Min,0,0,0,0,0,0,2.0,TE,0,0,20,3,0,0,0,0,1,2011,0
31,31,0,0,Marcedes Lewis,Titans,0,0,0,0,0,0,2.0,TE,0,0,28,2,0,0,0,0,1,2011,0
32,32,0,0,Joel Dreessen,Colts,0,0,0,0,0,0,2.0,TE,0,0,21,1,0,0,0,0,1,2011,0
