,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,Jack Doyle,Lions,0,0,0,0,0,0,15.0,TE,0,2,35,3,0,0,0,0,1,2016,0
1,1,0,0,Dwayne Allen,Lions,0,0,0,0,0,0,13.0,TE,1,1,53,4,0,0,0,0,1,2016,0
2,2,0,0,Julius Thomas,Packers,0,0,0,0,0,0,12.0,TE,0,1,64,5,0,0,0,0,1,2016,0
3,3,0,0,Eric Ebron,Colts,0,0,0,0,0,0,10.0,TE,0,1,46,5,0,0,0,0,1,2016,1
4,4,0,0,Austin Seferian-Jenkins,Falcons,0,0,0,0,0,0,9.0,TE,0,1,30,1,0,0,0,0,1,2016,1
5,5,0,0,Greg Olsen,Broncos,0,0,0,0,0,0,7.0,TE,0,0,73,7,0,0,0,0,1,2016,1
6,6,0,0,Vance McDonald,LA,0,0,0,0,0,0,7.0,TE,0,1,14,2,0,0,0,0,1,2016,0
7,7,0,0,Travis Kelce,Chargers,0,0,0,0,0,0,7.0,TE,0,0,74,6,0,0,0,0,1,2016,0
8,8,0,0,Larry Donnell,Cowboys,0,0,0,0,0,0,7.0,TE,0,1,15,1,0,0,0,0,1,2016,1
9,9,0,0,Jason Witten,Giants,0,0,0,0,0,0,6.0,TE,0,0,66,9,0,0,0,0,1,2016,0
10,10,0,0,Kyle Rudolph,Titans,0,0,0,0,0,0,6.0,TE,0,0,65,4,0,0,0,0,1,2016,1
11,11,0,0,Jordan Reed,Steelers,0,0,0,0,0,0,6.0,TE,0,0,64,7,0,0,0,0,1,2016,0
12,12,0,0,Brandon Myers,Falcons,0,0,0,0,0,0,6.0,TE,0,1,4,1,0,0,0,0,1,2016,1
13,13,0,0,C.J. Uzomah,Jets,0,0,0,0,0,0,5.0,TE,0,0,59,2,0,0,0,0,1,2016,1
14,14,0,0,Jacob Tamme,Buccaneers,0,0,0,0,0,0,5.0,TE,0,0,51,6,0,0,0,0,1,2016,0
15,15,0,0,Zach Ertz,Browns,0,0,0,0,0,0,5.0,TE,0,0,58,6,0,0,0,0,1,2016,0
16,16,0,0,Delanie Walker,Min,0,0,0,0,0,0,4.0,TE,0,0,42,3,0,0,0,0,1,2016,0
17,17,0,0,Marcedes Lewis,Packers,0,0,0,0,0,0,4.0,TE,0,0,48,2,0,0,0,0,1,2016,0
18,18,0,0,Jermaine Gresham,Patriots,0,0,0,0,0,0,4.0,TE,0,0,41,4,0,0,0,0,1,2016,0
19,19,0,0,Charles Clay,Ravens,0,0,0,0,0,0,4.0,TE,0,0,40,2,0,0,0,0,1,2016,1
20,20,0,0,Dennis Pitta,Bills,0,0,0,0,0,0,3.0,TE,0,0,39,3,0,0,0,0,1,2016,0
21,21,0,0,Jesse James,Redskins,0,0,0,0,0,0,3.0,TE,0,0,31,5,0,0,0,0,1,2016,1
22,22,0,0,Cameron Brate,Falcons,0,0,0,0,0,0,3.0,TE,0,0,30,3,0,0,0,0,1,2016,1
23,23,0,0,Luke Willson,Dolphins,0,0,0,0,0,0,2.0,TE,0,0,26,2,0,0,0,0,1,2016,0
24,24,0,0,Clive Walford,Saints,0,0,0,0,0,0,2.0,TE,0,0,25,3,0,0,0,0,1,2016,1
25,25,0,0,Geoff Swaim,Giants,0,0,0,0,0,0,2.0,TE,0,0,21,1,0,0,0,0,1,2016,0
26,26,0,0,Richard Rodgers,Jaguars,0,0,0,0,0,0,2.0,TE,0,0,22,1,0,0,0,0,1,2016,1
27,27,0,0,Hunter Henry,Chiefs,0,0,0,0,0,0,2.0,TE,0,0,20,1,0,0,0,0,1,2016,1
28,28,0,0,Demetrius Harris,Chargers,0,0,0,0,0,0,2.0,TE,0,0,20,2,0,0,0,0,1,2016,0
29,29,0,0,Virgil Green,Panthers,0,0,0,0,0,0,2.0,TE,0,0,28,4,0,0,0,0,1,2016,0
30,30,0,0,Antonio Gates,Chiefs,0,0,0,0,0,0,2.0,TE,0,0,20,3,0,0,0,0,1,2016,1
31,31,0,0,Vernon Davis,Steelers,0,0,0,0,0,0,2.0,TE,0,0,20,1,0,0,0,0,1,2016,0
32,32,0,0,Stephen Anderson,Bears,0,0,0,0,0,0,2.0,TE,0,0,25,3,0,0,0,0,1,2016,0
33,33,0,0,Will Tye,Cowboys,0,0,0,0,0,0,1.0,TE,0,0,16,3,0,0,0,0,1,2016,1
34,34,0,0,Zach Miller,Texans,0,0,0,0,0,0,1.0,TE,0,0,14,3,0,0,0,0,1,2016,1
35,35,0,0,Lance Kendricks,49ers,0,0,0,0,0,0,1.0,TE,0,0,15,2,0,0,0,0,1,2016,1
36,36,0,0,Austin Hooper,Buccaneers,0,0,0,0,0,0,1.0,TE,0,0,14,1,0,0,0,0,1,2016,0
37,37,0,0,Ryan Griffin,Bears,0,0,0,0,0,0,1.0,TE,0,0,17,2,0,0,0,0,1,2016,0
38,38,0,0,Jimmy Graham,Dolphins,0,0,0,0,0,0,1.0,TE,0,0,11,1,0,0,0,0,1,2016,0
39,39,0,0,Garrett Celek,LA,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,1,2016,0
40,40,0,0,Brent Celek,Browns,0,0,0,0,0,0,1.0,TE,0,0,11,1,0,0,0,0,1,2016,0
41,41,0,0,Martellus Bennett,Cardinals,0,0,0,0,0,0,1.0,TE,0,0,14,3,0,0,0,0,1,2016,1
42,42,0,0,Cole Wick,Colts,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,1,2016,1
43,43,0,0,Malcolm Johnson,Eagles,0,0,0,0,0,0,0.0,TE,0,0,9,2,0,0,0,0,1,2016,1
44,44,0,0,Tyler Higbee,49ers,0,0,0,0,0,0,0.0,TE,0,0,2,1,0,0,0,0,1,2016,1
45,45,0,0,Crockett Gillmore,Bills,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,1,2016,0
46,46,0,0,Coby Fleener,Raiders,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,1,2016,0
47,47,0,0,C.J. Fiedorowicz,Bears,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,1,2016,0
48,48,0,0,Jared Cook,Jaguars,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,1,2016,1
49,49,0,0,Jordan Cameron,Seahawks,0,0,0,0,0,0,0.0,TE,0,0,6,2,0,0,0,0,1,2016,1
50,50,0,0,Greg Olsen,49ers,0,0,0,0,0,0,18.0,TE,0,1,122,5,0,0,0,0,2,2016,0
51,51,0,0,Martellus Bennett,Dolphins,0,0,0,0,0,0,17.0,TE,0,1,114,5,0,0,0,0,2,2016,0
52,52,0,0,Delanie Walker,Lions,0,0,0,0,0,0,14.0,TE,0,1,83,6,0,0,0,0,2,2016,1
53,53,0,0,Jacob Tamme,Raiders,0,0,0,0,0,0,13.0,TE,0,1,75,5,0,0,0,0,2,2016,1
54,54,0,0,Vance McDonald,Panthers,0,0,0,0,0,0,13.0,TE,0,1,75,1,0,0,0,0,2,2016,1
55,55,0,0,Clive Walford,Falcons,0,0,0,0,0,0,11.0,TE,0,1,50,6,0,0,0,0,2,2016,0
56,56,0,0,Dennis Pitta,Browns,0,0,0,0,0,0,10.0,TE,0,0,102,9,0,0,0,0,2,2016,1
57,57,0,0,Jordan Cameron,Patriots,0,0,0,0,0,0,10.0,TE,0,1,49,5,0,0,0,0,2,2016,1
58,58,0,0,Trey Burton,Bears,0,0,0,0,0,0,10.0,TE,0,1,49,5,0,0,0,0,2,2016,1
59,59,0,0,Kyle Rudolph,Packers,0,0,0,0,0,0,9.0,TE,0,1,31,3,0,0,0,0,2,2016,0
60,60,0,0,Jesse James,Bengals,0,0,0,0,0,0,8.0,TE,0,1,29,3,0,0,0,0,2,2016,0
61,61,0,0,Austin Hooper,Raiders,0,0,0,0,0,0,8.0,TE,0,0,84,3,0,0,0,0,2,2016,1
62,62,0,0,Xavier Grimble,Bengals,0,0,0,0,0,0,8.0,TE,0,1,26,2,0,0,0,0,2,2016,0
63,63,0,0,Julius Thomas,Chargers,0,0,0,0,0,0,7.0,TE,0,0,71,4,0,0,0,0,2,2016,1
64,64,0,0,Jordan Reed,Cowboys,0,0,0,0,0,0,7.0,TE,0,0,70,5,0,0,0,0,2,2016,0
65,65,0,0,Marcedes Lewis,Chargers,0,0,0,0,0,0,7.0,TE,0,1,17,2,0,0,0,0,2,2016,1
66,66,0,0,Antonio Gates,Jaguars,0,0,0,0,0,0,7.0,TE,0,1,15,3,0,0,0,0,2,2016,0
67,67,0,0,Lance Kendricks,Seahawks,0,0,0,0,0,0,6.0,TE,0,0,61,4,0,0,0,0,2,2016,0
68,68,0,0,Jason Witten,Redskins,0,0,0,0,0,0,5.0,TE,0,0,51,3,0,0,0,0,2,2016,1
69,69,0,0,Eric Ebron,Titans,0,0,0,0,0,0,5.0,TE,0,0,53,4,0,0,0,0,2,2016,0
70,70,0,0,Vernon Davis,Cowboys,0,0,0,0,0,0,5.0,TE,0,0,51,5,0,0,0,0,2,2016,0
71,71,0,0,Virgil Green,Colts,0,0,0,0,0,0,4.0,TE,0,0,46,3,0,0,0,0,2,2016,0
72,72,0,0,Jimmy Graham,LA,0,0,0,0,0,0,4.0,TE,0,0,42,3,0,0,0,0,2,2016,1
