,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,21,21.0,0.0,1.0,1.0,Zane Gonzalez,Browns,4.0,K,1,1.0,1.0,2017.0,23,23.0,0.0,0.0,1.0,Steelers,255.0,21.0,4.0,DST,35.0,1.0,0.0,Browns,290.0,0.0
1,58,21.0,0.0,1.0,1.0,Zane Gonzalez,Ravens,4.0,K,2,1.0,1.0,2017.0,31,2.0,0.0,1.0,4.0,Browns,144.0,0.0,25.0,DST,77.0,5.0,0.0,Ravens,221.0,0.0
2,91,39.5,0.0,1.0,1.0,Zane Gonzalez,Colts,4.0,K,3,1.0,1.0,2017.0,76,35.5,0.0,0.5,0.5,Browns,308.0,31.0,6.5,DST,73.0,2.5,0.0,Colts,381.0,0.0
3,126,56.66666666666666,0.0,0.6666666666666666,0.6666666666666666,Zane Gonzalez,Browns,4.0,K,4,2.0,2.0,2017.0,113,51.33333333333334,0.0,0.6666666666666666,0.6666666666666666,Bengals,233.0,25.33333333333333,5.333333333333333,DST,87.66666666666669,2.0,0.0,Browns,320.6666666666667,0.0
4,154,74.0,0.0,0.75,0.5,Zane Gonzalez,Browns,3.25,K,5,1.75,1.75,2017.0,141,66.75,0.0,0.75,0.5,Jets,240.75,26.75,5.25,DST,87.25,2.25,0.0,Browns,328.0,0.0
5,179,90.0,0.0,1.0,0.4,Zane Gonzalez,Texans,3.0,K,6,1.8,1.8,2017.0,157,77.0,0.0,0.6,0.8,Browns,221.4,26.0,9.6,DST,101.8,2.2,0.0,Texans,323.2,0.4
6,198,104.83333333333331,0.0,1.0,0.5,Zane Gonzalez,Browns,3.333333333333333,K,7,1.8333333333333333,1.8333333333333333,2017.0,189,95.5,0.0,0.5,0.6666666666666666,Titans,226.33333333333331,26.16666666666667,6.5,DST,84.33333333333333,2.1666666666666665,0.0,Browns,310.6666666666667,0.16666666666666666
7,237,118.14285714285714,0.14285714285714285,1.2857142857142858,0.8571428571428571,Zane Gonzalez,Browns,4.428571428571429,K,8,1.5714285714285714,1.5714285714285714,2017.0,230,108.85714285714286,0.0,0.5714285714285714,0.5714285714285714,Vikings,221.0,24.142857142857146,7.142857142857142,DST,83.71428571428571,2.142857142857143,0.0,Browns,304.7142857142857,0.14285714285714285
8,287,133.0,0.125,1.375,0.875,Zane Gonzalez,Lions,4.375,K,10,1.625,1.5,2017.0,268,123.5,0.125,0.75,1.25,Browns,251.875,23.25,13.0,DST,89.875,2.0,0.0,Lions,341.75,0.625
9,322,150.11111111111111,0.1111111111111111,1.3333333333333333,0.8888888888888888,Zane Gonzalez,Browns,4.5555555555555545,K,11,1.7777777777777777,1.6666666666666667,2017.0,305,141.33333333333334,0.1111111111111111,0.4444444444444444,0.6666666666666666,Jaguars,230.55555555555557,26.66666666666667,6.777777777777778,DST,86.44444444444444,2.2222222222222223,0.0,Browns,317.0,0.1111111111111111
10,333,167.3,0.1,1.2,0.8,Zane Gonzalez,Bengals,4.2,K,12,1.7,1.6,2017.0,334,162.2,0.2,0.3,0.7,Browns,200.6,19.9,9.5,DST,122.4,2.9,0.0,Bengals,323.0,0.2
11,381,182.3636363636364,0.09090909090909093,1.4545454545454546,1.0,Zane Gonzalez,Chargers,4.727272727272728,K,13,1.6363636363636365,1.5454545454545454,2017.0,361,170.0,0.09090909090909093,0.4545454545454545,1.2727272727272727,Browns,206.0,18.363636363636363,12.181818181818182,DST,133.45454545454547,2.9090909090909087,0.0,Chargers,339.45454545454544,0.3636363636363637
