,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
18,18,18,0,2,Kirk Cousins,Redskins,0,40,23,1,1,240,14.0,QB,0,0,0,0,0,4,0,30,1,2017
55,55,55,0,0,Kirk Cousins,Rams,0,27,18,0,1,179,13.0,QB,0,0,0,0,0,3,0,7,2,2017
71,71,71,0,0,Kirk Cousins,Redskins,0,30,25,0,3,365,32.0,QB,0,0,0,0,0,1,0,2,3,2017
113,113,113,0,0,Kirk Cousins,Chiefs,0,24,14,0,2,220,23.0,QB,0,0,0,0,0,7,0,38,4,2017
168,168,168,0,0,Kirk Cousins,Redskins,0,37,25,1,2,330,31.0,QB,0,0,0,0,0,4,1,26,6,2017
207,207,207,0,0,Kirk Cousins,Eagles,0,40,30,1,3,303,29.0,QB,0,0,0,0,0,3,0,18,7,2017
252,252,252,0,1,Kirk Cousins,Redskins,0,39,26,1,1,263,13.0,QB,0,0,0,0,0,1,0,0,8,2017
288,288,288,0,1,Kirk Cousins,Steelers,0,31,21,0,0,247,8.0,QB,0,0,0,0,0,3,0,4,9,2017
297,297,297,0,0,Kirk Cousins,Redskins,0,45,26,1,1,327,29.0,QB,0,0,0,0,0,4,2,5,10,2017
329,329,329,0,0,Kirk Cousins,Saints,0,32,22,0,3,322,31.0,QB,0,0,0,0,0,3,0,11,11,2017
375,375,375,0,0,Kirk Cousins,Redskins,0,31,19,1,2,242,19.0,QB,0,0,0,0,0,3,0,4,12,2017
413,413,413,0,1,Kirk Cousins,Cowboys,0,37,26,2,2,251,17.0,QB,0,0,0,0,0,3,0,6,13,2017
