,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
2049,2012,1,Ravens,0,1,1,Bengals,193,13,21.0,DST,129,4.0,0,322,1,0
2089,2012,2,Ravens,0,2,2,Eagles,357,24,11.0,DST,129,2.0,0,486,0,1
2140,2012,3,Ravens,0,0,0,Patriots,319,30,2.0,DST,77,2.0,0,396,0,0
2150,2012,4,Ravens,0,1,1,Browns,314,16,15.0,DST,43,1.0,0,357,1,0
2177,2012,5,Ravens,0,2,2,Chiefs,124,6,18.0,DST,214,0.0,0,338,0,1
2216,2012,6,Ravens,0,0,1,Cowboys,254,29,9.0,DST,227,1.0,0,481,1,0
2253,2012,7,Ravens,0,0,0,Texans,239,43,2.0,DST,181,2.0,0,420,0,1
2293,2012,9,Ravens,0,0,2,Browns,174,15,9.0,DST,116,1.0,0,290,0,1
2317,2012,10,Ravens,0,2,1,Raiders,350,20,19.0,DST,72,3.0,0,422,1,0
2342,2012,11,Ravens,0,2,1,Steelers,175,10,22.0,DST,134,3.0,0,309,1,1
2377,2012,12,Ravens,0,0,0,Chargers,189,13,13.0,DST,91,6.0,0,280,0,1
2412,2012,13,Ravens,0,1,2,Steelers,270,23,9.0,DST,96,2.0,0,366,0,0
2455,2012,14,Ravens,0,1,0,Redskins,244,31,5.0,DST,179,3.0,0,423,0,1
2492,2012,15,Ravens,0,0,0,Broncos,187,34,2.0,DST,163,2.0,0,350,0,0
2514,2012,16,Ravens,0,0,0,Giants,119,14,7.0,DST,67,3.0,0,186,0,0
2549,2012,17,Ravens,0,0,0,Bengals,142,23,3.0,DST,47,2.0,0,189,0,1
