,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
248,248,248.0,0.0,0.0,Damien Williams,Jets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0,0.0,6.0,1.0,0.0,2.0,0.0,5.0,3,2017.0
341,341,248.0,0.0,0.0,Damien Williams,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0,0.0,6.0,1.0,0.0,2.0,0.0,5.0,4,2017.0
406,406,294.5,0.0,0.0,Damien Williams,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0,0.0,3.0,0.5,0.0,1.5,0.0,3.0,5,2017.0
485,485,331.6666666666667,0.0,0.0,Damien Williams,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,RB,0.0,0.0,6.333333333333333,0.6666666666666666,0.0,2.0,0.0,7.0,6,2017.0
567,567,370.0,0.0,0.0,Damien Williams,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,0.75,RB,0.0,0.0,8.25,1.25,0.0,2.5,0.0,7.5,7,2017.0
648,648,409.4,0.0,0.0,Damien Williams,Ravens,0.0,0.0,0.0,0.0,0.0,0.0,0.8,RB,0.0,0.0,10.2,1.4,0.0,2.4,0.0,6.4,8,2017.0
673,673,449.1666666666667,0.0,0.0,Damien Williams,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,RB,0.0,0.0,8.333333333333334,1.3333333333333333,0.0,2.0,0.0,5.333333333333333,9,2017.0
778,778,481.14285714285717,0.0,0.0,Damien Williams,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,RB,0.0,0.14285714285714285,13.857142857142858,2.0,0.0,2.7142857142857144,0.0,6.571428571428571,10,2017.0
837,837,518.25,0.0,0.0,Damien Williams,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,2.25,RB,0.0,0.125,14.625,2.0,0.0,3.5,0.0,8.125,11,2017.0
932,932,553.6666666666666,0.0,0.0,Damien Williams,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,3.0,RB,0.0,0.1111111111111111,15.666666666666666,1.8888888888888888,0.0,4.222222222222222,0.0,15.88888888888889,12,2017.0
