,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1586,22,0,1,1,Stephen Hauschka,49ers,5.0,K,1,2,2,2011,1
1640,76,1,2,2,Stephen Hauschka,Cardinals,9.0,K,3,1,1,2011,0
1693,129,0,1,0,Stephen Hauschka,Falcons,4.0,K,4,4,4,2011,0
1700,136,1,2,2,Stephen Hauschka,Giants,12.0,K,5,4,4,2011,1
1768,204,0,1,1,Stephen Hauschka,Browns,3.0,K,7,0,0,2011,1
1789,225,0,2,2,Stephen Hauschka,Bengals,6.0,K,8,0,0,2011,0
1815,251,0,3,2,Stephen Hauschka,Cowboys,7.0,K,9,1,1,2011,1
1832,268,0,5,5,Stephen Hauschka,Ravens,16.0,K,10,1,1,2011,0
1878,314,0,1,1,Stephen Hauschka,Rams,6.0,K,11,3,3,2011,1
1921,357,0,2,1,Stephen Hauschka,Redskins,5.0,K,12,2,2,2011,0
1942,378,0,1,1,Stephen Hauschka,Eagles,7.0,K,13,4,4,2011,0
1963,399,0,4,3,Stephen Hauschka,Rams,12.0,K,14,3,3,2011,0
2005,441,0,1,1,Stephen Hauschka,Bears,8.0,K,15,5,5,2011,1
2047,483,0,1,1,Stephen Hauschka,49ers,5.0,K,16,2,2,2011,0
2074,510,0,3,2,Stephen Hauschka,Cardinals,8.0,K,17,2,2,2011,1
