,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
19,19,19,0,0,0,Cowboys,263,19,5.0,DST,129,1.0,0,Giants,392,0,1,2017
51,51,51,0,1,0,Lions,119,24,6.0,DST,138,3.0,0,Giants,257,0,2,2017
81,81,81,0,1,0,Eagles,161,27,6.0,DST,193,3.0,0,Giants,354,0,3,2017
123,123,123,0,0,0,Buccaneers,323,25,2.0,DST,111,1.0,0,Giants,434,0,4,2017
147,147,147,0,0,1,Chargers,258,27,5.0,DST,124,0.0,1,Giants,382,0,5,2017
156,156,156,1,1,2,Broncos,366,10,25.0,DST,46,4.0,0,Giants,412,1,6,2017
203,203,203,0,1,0,Steelers,321,24,4.0,DST,104,1.0,0,Giants,425,0,7,2017
263,263,263,0,0,0,Rams,311,51,0.0,DST,162,0.0,0,Giants,473,0,9,2017
284,284,284,0,1,1,49ers,288,31,4.0,DST,186,0.0,0,Giants,474,0,10,2017
298,298,298,0,0,3,Chiefs,229,9,14.0,DST,134,1.0,0,Giants,363,0,11,2017
322,322,322,0,0,1,Redskins,201,20,18.0,DST,122,6.0,0,Giants,323,1,12,2017
376,376,376,0,1,0,Raiders,282,24,4.0,DST,119,1.0,0,Giants,401,0,13,2017
