,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
128,128,128,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,7.0,WR,0,0,76,7,0,0,0,0,2,2017
266,266,266,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,6.0,WR,0,0,65,4,0,0,0,0,3,2017
430,430,430,0,0,Marqise Lee,Jets,0,0,0,0,0,0,1.0,WR,0,0,18,2,0,0,0,0,4,2017
499,499,499,0,0,Marqise Lee,Steelers,0,0,0,0,0,0,4.0,WR,0,0,49,2,0,0,0,0,5,2017
581,581,581,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,9.0,WR,0,0,83,5,0,1,0,17,6,2017
692,692,692,0,0,Marqise Lee,Colts,0,1,0,0,0,0,7.0,WR,0,0,72,4,0,0,0,0,7,2017
874,874,874,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,13.0,WR,0,1,75,8,0,0,0,0,9,2017
973,973,973,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,13.0,WR,1,1,55,6,0,0,0,0,10,2017
1111,1111,1111,0,0,Marqise Lee,Browns,0,0,0,0,0,0,4.0,WR,0,0,45,5,0,0,0,0,11,2017
1263,1263,1263,0,0,Marqise Lee,Cardinals,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,12,2017
1298,1298,1298,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,14.0,WR,0,1,86,7,0,0,0,0,13,2017
