,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,14,14,0,0,Chris Thompson,Redskins,0,0,0,0,0,0,11.0,RB,0,1,52,4,0,3,0,4,1,2017,10,10,0,1,1,Eagles,298,30,12.0,DST,58,2.0,0,Redskins,356,1
1,88,88,0,0,Chris Thompson,Rams,0,0,0,0,0,0,21.0,RB,0,0,29,3,0,3,2,77,2,2017,58,58,0,0,0,Redskins,156,27,3.0,DST,229,2.0,0,Rams,385,0
2,174,174,0,0,Chris Thompson,Redskins,0,0,0,0,0,0,24.0,RB,0,1,150,6,0,8,0,38,3,2017,64,64,0,1,2,Raiders,96,10,17.0,DST,32,4.0,0,Redskins,128,0
3,326,326,0,1,Chris Thompson,Chiefs,0,0,0,0,0,0,1.0,RB,0,0,4,1,0,6,0,23,4,2017,103,103,0,1,0,Redskins,220,20,12.0,DST,111,0.0,0,Chiefs,331,1
4,445,445,0,0,Chris Thompson,Redskins,0,0,0,0,0,0,13.0,RB,0,0,105,4,0,16,0,33,6,2017,177,177,0,0,1,49ers,250,24,6.0,DST,85,3.0,0,Redskins,335,0
5,518,518,0,0,Chris Thompson,Eagles,0,0,0,0,0,0,11.0,RB,0,1,26,5,0,7,0,38,7,2017,199,199,0,0,1,Redskins,269,24,7.0,DST,75,4.0,0,Eagles,344,0
6,614,614,0,1,Chris Thompson,Redskins,0,0,0,0,0,0,7.0,RB,0,0,76,8,0,4,0,18,8,2017,235,235,0,1,0,Cowboys,138,33,4.0,DST,169,2.0,0,Redskins,307,0
7,697,697,0,0,Chris Thompson,Steelers,0,0,0,0,0,0,3.0,RB,0,0,11,4,0,4,0,20,9,2017,244,244,0,1,0,Redskins,193,17,14.0,DST,51,6.0,1,Steelers,244,0
8,764,764,0,0,Chris Thompson,Redskins,0,0,0,0,0,0,6.0,RB,0,0,41,3,0,9,0,26,10,2017,285,285,0,0,2,Vikings,304,38,4.0,DST,102,0.0,0,Redskins,406,0
9,844,844,0,0,Chris Thompson,Saints,0,0,0,0,0,0,8.0,RB,0,1,16,1,0,4,0,17,11,2017,314,314,0,0,0,Redskins,300,31,2.0,DST,156,2.0,0,Saints,456,0
