,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
28,28,28.0,0.0,0.0,Terrance Williams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,6.0,WR,0.0,0.0,68.0,6.0,0.0,0.0,0.0,0.0,1,2017.0
185,185,28.0,0.0,0.0,Terrance Williams,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,6.0,WR,0.0,0.0,68.0,6.0,0.0,0.0,0.0,0.0,2,2017.0
278,278,106.5,0.0,0.0,Terrance Williams,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,3.5,WR,0.0,0.0,42.5,5.0,0.0,0.0,0.0,0.0,3,2017.0
401,401,163.66666666666666,0.0,0.0,Terrance Williams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,WR,0.0,0.0,44.0,4.333333333333333,0.0,0.0,0.0,0.0,4,2017.0
528,528,223.0,0.0,0.0,Terrance Williams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,3.5,WR,0.0,0.0,41.5,4.25,0.0,0.0,0.0,0.0,5,2017.0
813,813,284.0,0.0,0.0,Terrance Williams,Redskins,0.0,0.0,0.0,0.0,0.0,0.0,3.0,WR,0.0,0.0,36.0,3.8,0.0,0.0,0.0,0.0,8,2017.0
868,868,372.1666666666667,0.0,0.0,Terrance Williams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,3.0,WR,0.0,0.0,36.0,3.5,0.0,0.0,0.0,0.0,9,2017.0
1055,1055,443.0,0.0,0.0,Terrance Williams,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,4.571428571428571,WR,0.0,0.0,51.0,4.285714285714286,0.0,0.0,0.0,0.0,10,2017.0
1114,1114,519.5,0.0,0.0,Terrance Williams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,4.0,WR,0.0,0.0,45.75,3.875,0.0,0.0,0.0,0.0,11,2017.0
1216,1216,585.5555555555555,0.0,0.0,Terrance Williams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,WR,0.0,0.0,44.55555555555556,3.888888888888889,0.0,0.0,0.0,0.0,12,2017.0
1349,1349,648.6,0.0,0.0,Terrance Williams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,4.0,WR,0.0,0.0,45.5,3.9,0.0,0.1,0.0,0.6,13,2017.0
