,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
4,4,4.0,1.0,0.0,1.0,Browns,180.0,18.0,21.0,DST,57.0,7.0,0.0,Steelers,237.0,1.0,1,2017.0
11,11,11.0,0.0,0.0,1.0,Packers,286.0,17.0,10.0,DST,84.0,4.0,0.0,Steelers,370.0,0.0,1,2017.0
42,42,7.5,0.5,0.0,1.0,Vikings,233.0,17.5,15.5,DST,70.5,5.5,0.0,Steelers,303.5,0.5,2,2017.0
43,43,19.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,49ers,204.0,14.666666666666666,14.0,DST,77.33333333333333,4.333333333333333,0.0,Steelers,281.3333333333333,0.3333333333333333,2,2017.0
77,77,25.0,0.25,0.25,0.75,Bears,175.25,13.25,13.25,DST,97.75,3.75,0.0,Steelers,273.0,0.25,3,2017.0
92,92,35.4,0.2,0.4,0.8,Titans,157.0,15.2,12.0,DST,122.6,3.4,0.0,Steelers,279.6,0.2,3,2017.0
94,94,44.833333333333336,0.16666666666666666,0.3333333333333333,0.6666666666666666,Colts,168.33333333333334,18.166666666666668,10.0,DST,134.66666666666666,2.8333333333333335,0.0,Steelers,303.0,0.16666666666666666,4,2017.0
97,97,51.857142857142854,0.14285714285714285,0.42857142857142855,0.7142857142857143,Ravens,164.14285714285714,18.142857142857142,11.857142857142858,DST,129.42857142857142,2.857142857142857,0.0,Steelers,293.57142857142856,0.42857142857142855,4,2017.0
128,128,57.5,0.125,0.5,0.875,Rams,169.375,17.0,12.5,DST,123.5,3.0,0.0,Steelers,292.875,0.375,5,2017.0
149,149,65.33333333333333,0.1111111111111111,0.7777777777777778,1.0,Jaguars,181.11111111111111,16.22222222222222,13.222222222222221,DST,120.88888888888889,2.888888888888889,0.0,Steelers,302.0,0.3333333333333333,5,2017.0
163,163,73.7,0.1,0.7,1.0,Chiefs,171.2,17.6,12.3,DST,131.9,2.8,0.0,Steelers,303.1,0.3,6,2017.0
188,188,81.81818181818181,0.09090909090909091,0.6363636363636364,0.9090909090909091,Bengals,175.9090909090909,17.181818181818183,12.272727272727273,DST,122.45454545454545,2.8181818181818183,0.09090909090909091,Steelers,298.3636363636364,0.2727272727272727,7,2017.0
192,192,90.66666666666667,0.08333333333333333,0.5833333333333334,1.0,Giants,170.25,16.916666666666668,12.25,DST,118.16666666666667,2.9166666666666665,0.08333333333333333,Steelers,288.4166666666667,0.25,7,2017.0
218,218,98.46153846153847,0.07692307692307693,0.6153846153846154,0.9230769230769231,Texans,167.23076923076923,16.153846153846153,12.076923076923077,DST,112.61538461538461,2.769230769230769,0.07692307692307693,Steelers,279.84615384615387,0.23076923076923078,8,2017.0
227,227,107.0,0.07142857142857142,0.5714285714285714,1.0714285714285714,Lions,181.5,17.714285714285715,12.428571428571429,DST,114.71428571428571,2.9285714285714284,0.07142857142857142,Steelers,296.2142857142857,0.2857142857142857,8,2017.0
244,244,115.0,0.06666666666666667,0.6,1.0,Redskins,196.8,17.533333333333335,12.133333333333333,DST,111.8,2.8666666666666667,0.06666666666666667,Steelers,308.6,0.26666666666666666,9,2017.0
270,270,123.0625,0.0625,0.625,0.9375,Cardinals,196.5625,17.5,12.25,DST,108.0,3.0625,0.125,Steelers,304.5625,0.25,10,2017.0
275,275,131.7058823529412,0.11764705882352941,0.6470588235294118,0.8823529411764706,Colts,200.05882352941177,17.41176470588235,12.235294117647058,DST,103.6470588235294,3.0,0.17647058823529413,Steelers,303.70588235294116,0.23529411764705882,10,2017.0
297,297,139.66666666666666,0.1111111111111111,0.6111111111111112,0.8888888888888888,Titans,199.83333333333334,17.38888888888889,12.055555555555555,DST,101.83333333333333,3.0,0.16666666666666666,Steelers,301.6666666666667,0.2222222222222222,11,2017.0
312,312,147.94736842105263,0.15789473684210525,0.5789473684210527,1.0526315789473684,Falcons,203.21052631578948,17.36842105263158,12.421052631578947,DST,99.21052631578948,3.1052631578947367,0.15789473684210525,Steelers,302.42105263157896,0.21052631578947367,11,2017.0
329,329,156.15,0.15,0.6,1.0,49ers,202.55,18.2,11.95,DST,98.7,3.0,0.15,Steelers,301.25,0.2,12,2017.0
345,345,164.38095238095238,0.14285714285714285,0.5714285714285714,1.0,Packers,202.23809523809524,17.952380952380953,11.952380952380953,DST,98.0,3.0,0.14285714285714285,Steelers,300.23809523809524,0.19047619047619047,12,2017.0
362,362,172.5909090909091,0.13636363636363635,0.5454545454545454,0.9545454545454546,Eagles,203.36363636363637,18.40909090909091,11.590909090909092,DST,97.18181818181819,3.0454545454545454,0.13636363636363635,Steelers,300.54545454545456,0.18181818181818182,13,2017.0
368,368,180.82608695652175,0.13043478260869565,0.5652173913043478,0.9565217391304348,Bengals,208.7391304347826,18.043478260869566,11.695652173913043,DST,97.21739130434783,3.0434782608695654,0.13043478260869565,Steelers,305.95652173913044,0.17391304347826086,13,2017.0
