,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
3,3,0,3,3,Garrett Hartley,Falcons,11.0,K,1,2,2,2013,0
42,42,0,4,3,Garrett Hartley,Buccaneers,10.0,K,2,1,1,2013,1
84,84,0,1,1,Garrett Hartley,Cardinals,7.0,K,3,4,4,2013,0
113,113,0,2,1,Garrett Hartley,Dolphins,8.0,K,4,5,5,2013,0
135,135,0,4,4,Garrett Hartley,Bears,14.0,K,5,2,2,2013,1
167,167,0,2,2,Garrett Hartley,Patriots,9.0,K,6,3,3,2013,1
236,236,0,2,0,Garrett Hartley,Bills,5.0,K,8,5,5,2013,0
252,252,1,3,2,Garrett Hartley,Jets,10.0,K,9,2,2,2013,1
287,287,0,1,0,Garrett Hartley,Cowboys,7.0,K,10,7,7,2013,0
308,308,0,3,3,Garrett Hartley,49ers,11.0,K,11,2,2,2013,0
352,352,0,1,1,Garrett Hartley,Falcons,5.0,K,12,2,2,2013,1
389,389,0,0,0,Garrett Hartley,Seahawks,1.0,K,13,1,1,2013,1
405,405,0,1,1,Garrett Hartley,Panthers,7.0,K,14,4,4,2013,0
447,447,0,3,1,Garrett Hartley,Rams,4.0,K,15,1,1,2013,1
