,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
4,4.0,0.0,3.0,3.0,Stephen Gostkowski,Bills,11.0,K,1,2.0,2.0,2013.0,1.0
50,4.0,0.0,3.0,3.0,Stephen Gostkowski,Jets,11.0,K,2,2.0,2.0,2013.0,1.0
66,27.0,0.0,3.0,2.5,Stephen Gostkowski,Buccaneers,9.0,K,3,1.5,1.5,2013.0,0.5
104,40.0,0.3333333333333333,3.0,2.6666666666666665,Stephen Gostkowski,Falcons,10.333333333333334,K,4,1.6666666666666667,1.6666666666666667,2013.0,0.3333333333333333
149,56.0,0.25,3.0,2.75,Stephen Gostkowski,Bengals,10.75,K,5,2.0,2.0,2013.0,0.5
159,74.6,0.2,2.8,2.6,Stephen Gostkowski,Saints,9.8,K,6,1.6,1.6,2013.0,0.6
203,88.66666666666667,0.3333333333333333,2.8333333333333335,2.6666666666666665,Stephen Gostkowski,Jets,10.5,K,7,1.8333333333333333,1.8333333333333333,2013.0,0.5
226,105.0,0.2857142857142857,2.7142857142857144,2.5714285714285716,Stephen Gostkowski,Dolphins,10.285714285714286,K,8,2.0,2.0,2013.0,0.5714285714285714
247,120.125,0.25,2.625,2.5,Stephen Gostkowski,Steelers,10.125,K,9,2.125,2.125,2013.0,0.5
319,134.22222222222223,0.2222222222222222,2.5555555555555554,2.4444444444444446,Stephen Gostkowski,Panthers,10.444444444444445,K,11,2.6666666666666665,2.6666666666666665,2013.0,0.4444444444444444
338,152.7,0.2,2.5,2.4,Stephen Gostkowski,Broncos,10.2,K,12,2.6,2.6,2013.0,0.5
360,169.54545454545453,0.18181818181818182,2.4545454545454546,2.3636363636363638,Stephen Gostkowski,Texans,10.181818181818182,K,13,2.727272727272727,2.727272727272727,2013.0,0.45454545454545453
401,185.41666666666666,0.3333333333333333,2.5,2.3333333333333335,Stephen Gostkowski,Browns,10.5,K,14,2.8333333333333335,2.8333333333333335,2013.0,0.5
442,202.0,0.38461538461538464,2.4615384615384617,2.3076923076923075,Stephen Gostkowski,Dolphins,10.384615384615385,K,15,2.6923076923076925,2.6923076923076925,2013.0,0.46153846153846156
460,219.14285714285714,0.35714285714285715,2.5,2.2857142857142856,Stephen Gostkowski,Ravens,10.214285714285714,K,16,2.642857142857143,2.642857142857143,2013.0,0.5
486,235.2,0.3333333333333333,2.466666666666667,2.2666666666666666,Stephen Gostkowski,Bills,10.266666666666667,K,17,2.8,2.8,2013.0,0.5333333333333333
