,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,10.0,0.0,1.0,1.0,Lawrence Tynes,Panthers,7.0,K,1,4.0,4.0,2010.0,0.0,Panthers,1.0,1.0,3.0,Giants,258.0,31.0,13.0,DST,118.0,1.0,1.0,376.0,0.0,1.0
1,10.0,0.0,1.0,1.0,Lawrence Tynes,Colts,7.0,K,2,4.0,4.0,2010.0,0.0,Colts,0.0,0.0,1.0,Giants,98.0,34.0,4.0,DST,257.0,2.0,0.0,355.0,0.0,1.0
2,33.5,0.0,0.5,0.5,Lawrence Tynes,Titans,4.5,K,3,3.0,3.0,2010.0,0.5,Titans,0.0,1.0,0.5,Giants,85.5,16.0,12.5,DST,121.0,4.0,0.0,206.5,0.0,0.0
3,51.33333333333334,0.3333333333333333,1.3333333333333333,0.6666666666666666,Lawrence Tynes,Bears,5.0,K,4,2.333333333333333,2.333333333333333,2010.0,0.3333333333333333,Bears,0.3333333333333333,1.3333333333333333,1.3333333333333333,Giants,279.3333333333333,17.0,12.666666666666664,DST,39.66666666666666,0.6666666666666666,0.0,319.0,0.3333333333333333,0.3333333333333333
4,67.5,0.25,1.5,0.75,Lawrence Tynes,Texans,5.0,K,5,2.25,2.25,2010.0,0.25,Texans,0.25,0.5,0.5,Giants,337.75,25.5,5.75,DST,70.25,2.25,0.0,408.0,0.0,0.5
5,81.6,0.2,1.6,1.0,Lawrence Tynes,Cowboys,6.0,K,7,2.6,2.6,2010.0,0.4,Cowboys,0.0,0.4,0.4,Giants,180.6,22.2,8.4,DST,100.8,2.4,0.0,281.4,0.2,0.6
6,99.83333333333331,0.3333333333333333,1.6666666666666667,1.1666666666666667,Lawrence Tynes,Seahawks,7.166666666666668,K,9,3.0,3.0,2010.0,0.5,Seahawks,0.0,1.0,0.8571428571428571,Giants,267.7142857142857,20.0,13.714285714285715,DST,100.57142857142857,3.0,0.14285714285714285,368.28571428571433,0.42857142857142855,0.5714285714285714
7,120.71428571428572,0.2857142857142857,1.7142857142857142,1.2857142857142858,Lawrence Tynes,Cowboys,7.7142857142857135,K,10,3.2857142857142856,3.2857142857142856,2010.0,0.5714285714285714,Cowboys,0.125,0.625,0.625,Giants,214.375,29.0,8.375,DST,123.875,2.125,0.0,338.25,0.25,0.5
8,140.75,0.25,1.75,1.375,Lawrence Tynes,Eagles,7.75,K,11,3.125,3.125,2010.0,0.5,Eagles,0.0,0.5555555555555556,1.7777777777777777,Giants,221.0,23.222222222222218,11.222222222222221,DST,104.0,2.888888888888889,0.0,325.0,0.2222222222222222,0.5555555555555556
9,160.44444444444446,0.2222222222222222,1.6666666666666667,1.3333333333333333,Lawrence Tynes,Jaguars,7.4444444444444455,K,12,3.0,3.0,2010.0,0.5555555555555556,Jaguars,0.1,0.4,0.9,Giants,264.6,27.0,6.2,DST,112.2,2.0,0.0,376.8,0.0,0.4
10,178.2,0.2,1.8,1.5,Lawrence Tynes,Redskins,7.7,K,13,2.8,2.8,2010.0,0.5,Redskins,0.18181818181818185,1.0,0.9090909090909092,Giants,269.3636363636364,23.818181818181817,10.909090909090908,DST,131.54545454545453,2.0,0.0,400.9090909090909,0.2727272727272727,0.4545454545454545
11,214.41666666666663,0.16666666666666666,1.5833333333333333,1.3333333333333333,Lawrence Tynes,Eagles,7.25,K,15,2.9166666666666665,2.9166666666666665,2010.0,0.5,Eagles,0.0,0.6153846153846154,1.6923076923076923,Giants,224.3076923076923,23.69230769230769,10.153846153846152,DST,103.53846153846152,2.5384615384615383,0.0,327.84615384615387,0.15384615384615385,0.5384615384615384
12,232.0,0.15384615384615385,1.5384615384615383,1.3076923076923077,Lawrence Tynes,Packers,7.230769230769232,K,16,3.0,3.0,2010.0,0.4615384615384616,Packers,0.0,0.42857142857142855,1.2857142857142858,Giants,192.42857142857144,15.714285714285715,12.571428571428573,DST,117.0,2.8571428571428568,0.0,309.42857142857144,0.2857142857142857,0.5714285714285714
13,249.64285714285717,0.14285714285714285,1.5,1.2857142857142858,Lawrence Tynes,Redskins,7.071428571428571,K,17,2.9285714285714284,2.9285714285714284,2010.0,0.5,Redskins,0.13333333333333333,0.8666666666666667,0.8666666666666667,Giants,262.93333333333334,24.0,9.666666666666666,DST,130.6,1.9333333333333331,0.0,393.53333333333336,0.2,0.5333333333333333
