,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
21,21,21.0,0.0,0.0,Tom Brady,Patriots,0.0,36.0,16.0,0.0,0.0,267.0,10.0,QB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2017.0
33,33,21.0,0.0,0.0,Tom Brady,Saints,0.0,36.0,16.0,0.0,0.0,267.0,10.0,QB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,2017.0
67,67,27.0,0.0,0.0,Tom Brady,Patriots,0.0,37.5,23.0,0.0,1.5,357.0,22.5,QB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.5,3,2017.0
112,112,40.333333333333336,0.0,0.3333333333333333,Tom Brady,Patriots,0.3333333333333333,36.666666666666664,23.666666666666668,0.0,2.6666666666666665,364.0,30.333333333333332,QB,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,5.0,4,2017.0
154,154,58.25,0.0,0.25,Tom Brady,Buccaneers,0.25,38.75,25.75,0.0,2.5,349.75,28.75,QB,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.25,5,2017.0
176,176,77.4,0.0,0.4,Tom Brady,Jets,0.2,39.0,26.6,0.2,2.2,340.4,26.0,QB,0.0,0.0,0.0,0.0,0.0,1.6,0.0,4.4,6,2017.0
210,210,93.83333333333333,0.0,0.3333333333333333,Tom Brady,Patriots,0.16666666666666666,38.833333333333336,25.5,0.3333333333333333,2.1666666666666665,326.5,25.0,QB,0.0,0.0,0.0,0.0,0.0,1.5,0.0,3.5,7,2017.0
244,244,110.42857142857143,0.0,0.2857142857142857,Tom Brady,Patriots,0.14285714285714285,37.42857142857143,24.857142857142858,0.2857142857142857,2.142857142857143,315.42857142857144,24.428571428571427,QB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.7142857142857144,8,2017.0
298,298,127.125,0.0,0.25,Tom Brady,Broncos,0.125,38.625,25.75,0.25,2.0,317.625,23.75,QB,0.0,0.0,0.0,0.0,0.0,1.875,0.0,3.5,10,2017.0
330,330,146.11111111111111,0.0,0.2222222222222222,Tom Brady,Raiders,0.1111111111111111,38.111111111111114,25.666666666666668,0.2222222222222222,2.111111111111111,311.8888888888889,24.22222222222222,QB,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,3.111111111111111,11,2017.0
364,364,164.5,0.0,0.2,Tom Brady,Patriots,0.1,38.0,26.1,0.2,2.2,314.7,24.9,QB,0.0,0.0,0.0,0.0,0.0,1.6,0.0,2.8,12,2017.0
423,423,182.63636363636363,0.0,0.2727272727272727,Tom Brady,Bills,0.09090909090909091,37.09090909090909,25.363636363636363,0.2727272727272727,2.3636363636363638,306.72727272727275,25.363636363636363,QB,0.0,0.0,0.0,0.0,0.0,1.9090909090909092,0.0,2.1818181818181817,13,2017.0
