,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
21,21,21,0,0,Tom Brady,Patriots,0,36,16,0,0,267,10.0,QB,0,0,0,0,0,2,0,0,1,2017
33,33,33,0,0,Tom Brady,Saints,0,39,30,0,3,447,35.0,QB,0,0,0,0,0,2,0,9,2,2017
67,67,67,0,1,Tom Brady,Patriots,1,35,25,0,5,378,46.0,QB,0,0,0,0,0,1,0,6,3,2017
112,112,112,0,0,Tom Brady,Patriots,0,45,32,0,2,307,24.0,QB,0,0,0,0,0,1,0,2,4,2017
154,154,154,0,1,Tom Brady,Buccaneers,0,40,30,1,1,303,15.0,QB,0,0,0,0,0,2,0,5,5,2017
176,176,176,0,0,Tom Brady,Jets,0,38,20,1,2,257,20.0,QB,0,0,0,0,0,1,0,-1,6,2017
210,210,210,0,0,Tom Brady,Patriots,0,29,21,0,2,249,21.0,QB,0,0,0,0,0,5,0,5,7,2017
244,244,244,0,0,Tom Brady,Patriots,0,47,32,0,1,333,19.0,QB,0,0,0,0,0,1,0,2,8,2017
298,298,298,0,0,Tom Brady,Broncos,0,34,25,0,3,266,28.0,QB,0,0,0,0,0,1,0,0,10,2017
330,330,330,0,0,Tom Brady,Raiders,0,37,30,0,3,340,31.0,QB,0,0,0,0,0,0,0,0,11,2017
364,364,364,0,1,Tom Brady,Patriots,0,28,18,1,4,227,30.0,QB,0,0,0,0,0,5,0,-4,12,2017
423,423,423,0,0,Tom Brady,Bills,0,30,21,1,0,258,8.0,QB,0,0,0,0,0,0,0,0,13,2017
