,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
1,1,1,0,0,Matthew Stafford,Lions,0,41,29,1,4,292,34.0,QB,0,0,0,0,0,2,0,14,1,2017
46,46,46,0,1,Matthew Stafford,Giants,0,21,15,0,2,122,17.0,QB,0,0,0,0,0,3,0,23,2,2017
87,87,87,0,0,Matthew Stafford,Lions,0,45,25,0,1,264,17.0,QB,0,0,0,0,0,2,0,19,3,2017
126,126,126,0,0,Matthew Stafford,Vikings,1,31,19,0,0,209,10.0,QB,0,0,0,0,0,3,0,-3,4,2017
147,147,147,0,1,Matthew Stafford,Lions,0,35,23,0,2,229,20.0,QB,0,0,0,0,0,0,0,0,5,2017
174,174,174,0,2,Matthew Stafford,Saints,0,52,25,3,3,312,22.0,QB,0,0,0,0,0,2,0,4,6,2017
246,246,246,0,0,Matthew Stafford,Lions,0,45,27,0,0,423,17.0,QB,0,0,0,0,0,1,0,11,8,2017
270,270,270,0,0,Matthew Stafford,Packers,0,33,26,0,2,361,26.0,QB,0,0,0,0,0,1,0,0,9,2017
300,300,300,0,0,Matthew Stafford,Lions,0,26,17,1,3,249,26.0,QB,0,0,0,0,0,4,0,17,10,2017
336,336,336,0,1,Matthew Stafford,Bears,0,31,21,0,2,299,22.0,QB,0,0,0,0,0,3,0,3,11,2017
373,373,373,0,1,Matthew Stafford,Lions,0,35,20,1,2,250,19.0,QB,0,0,0,0,0,1,0,0,12,2017
417,417,417,0,1,Matthew Stafford,Ravens,0,29,24,1,1,292,14.0,QB,0,0,0,0,0,3,0,2,13,2017
