,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2141,50,0,1,1,Dustin Hopkins,Rams,6.0,K,2,3,3,2015,0
2166,75,0,2,2,Dustin Hopkins,Giants,7.0,K,3,1,1,2015,1
2197,106,0,3,3,Dustin Hopkins,Eagles,11.0,K,4,2,2,2015,0
2228,137,1,3,2,Dustin Hopkins,Falcons,9.0,K,5,1,1,2015,1
2256,165,1,2,2,Dustin Hopkins,Jets,10.0,K,6,2,2,2015,1
2292,201,0,1,1,Dustin Hopkins,Buccaneers,7.0,K,7,4,4,2015,0
2354,263,0,1,1,Dustin Hopkins,Patriots,4.0,K,9,1,1,2015,1
2360,269,0,4,4,Dustin Hopkins,Saints,17.0,K,10,5,5,2015,0
2413,322,0,0,0,Dustin Hopkins,Panthers,2.0,K,11,2,2,2015,1
2429,338,0,3,2,Dustin Hopkins,Giants,8.0,K,12,2,2,2015,0
2456,365,0,4,3,Dustin Hopkins,Cowboys,10.0,K,13,1,1,2015,0
2497,406,0,1,1,Dustin Hopkins,Bears,6.0,K,14,3,3,2015,1
2535,444,0,0,0,Dustin Hopkins,Bills,5.0,K,15,5,5,2015,0
2562,471,0,1,1,Dustin Hopkins,Eagles,6.0,K,16,4,3,2015,1
2585,494,0,2,2,Dustin Hopkins,Cowboys,10.0,K,17,4,4,2015,1
