,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
4,2016,1,Seahawks,1,0,0,Dolphins,150,10,14.0,DST,64,5.0,0,214,0,0
47,2016,2,Seahawks,0,0,0,LA,219,9,10.0,DST,64,3.0,0,283,0,1
87,2016,3,Seahawks,0,0,1,49ers,119,18,6.0,DST,135,0.0,0,254,0,0
100,2016,4,Seahawks,0,0,3,Jets,247,17,14.0,DST,58,4.0,0,305,0,1
162,2016,6,Seahawks,0,1,1,Falcons,310,24,9.0,DST,52,4.0,0,362,0,0
187,2016,7,Seahawks,2,0,0,Cardinals,311,6,18.0,DST,132,4.0,0,443,0,1
219,2016,8,Seahawks,0,1,0,Saints,252,25,11.0,DST,123,2.0,0,375,1,1
252,2016,9,Seahawks,0,0,1,Bills,263,25,8.0,DST,162,5.0,0,425,0,0
282,2016,10,Seahawks,0,1,1,Patriots,304,24,7.0,DST,81,2.0,0,385,0,1
304,2016,11,Seahawks,0,0,2,Eagles,195,15,10.0,DST,113,2.0,0,308,0,0
332,2016,12,Seahawks,0,1,1,Buccaneers,220,14,10.0,DST,118,0.0,1,338,0,1
366,2016,13,Seahawks,0,1,1,Panthers,182,7,11.0,DST,89,0.0,0,271,0,0
415,2016,14,Seahawks,0,0,0,Packers,237,38,1.0,DST,93,1.0,0,330,0,1
421,2016,15,Seahawks,0,0,0,LA,136,3,14.0,DST,47,4.0,0,183,0,0
472,2016,16,Seahawks,0,1,0,Cardinals,276,34,3.0,DST,94,1.0,0,370,0,0
494,2016,17,Seahawks,0,2,0,49ers,191,23,10.0,DST,62,5.0,0,253,0,1
522,2013,1,Seahawks,0,2,0,Panthers,119,7,12.0,DST,134,1.0,0,253,0,1
544,2013,2,Seahawks,0,2,3,49ers,107,3,25.0,DST,100,3.0,1,207,0,0
587,2013,3,Seahawks,0,1,2,Jaguars,214,17,13.0,DST,51,3.0,0,265,0,0
613,2013,4,Seahawks,0,1,2,Texans,325,20,20.0,DST,151,4.0,0,476,1,1
650,2013,5,Seahawks,1,2,0,Colts,208,34,10.0,DST,109,2.0,1,317,0,1
674,2013,6,Seahawks,0,0,2,Titans,157,13,14.0,DST,66,3.0,0,223,0,0
707,2013,7,Seahawks,0,0,2,Cardinals,204,22,12.0,DST,30,7.0,0,234,0,1
734,2013,8,Seahawks,0,0,2,Rams,139,9,14.0,DST,200,3.0,0,339,0,1
773,2013,9,Seahawks,0,0,0,Buccaneers,145,24,4.0,DST,205,3.0,0,350,0,0
789,2013,10,Seahawks,0,1,0,Falcons,162,10,11.0,DST,64,2.0,0,226,0,1
808,2013,11,Seahawks,0,1,3,Min,204,20,20.0,DST,132,2.0,0,336,1,0
867,2013,13,Seahawks,0,1,0,Saints,144,7,16.0,DST,44,1.0,0,188,1,0
911,2013,14,Seahawks,0,0,1,49ers,155,19,8.0,DST,163,2.0,0,318,0,1
928,2013,15,Seahawks,0,0,5,Giants,156,0,24.0,DST,25,4.0,0,181,0,1
971,2013,16,Seahawks,0,0,4,Cardinals,168,17,14.0,DST,139,2.0,0,307,0,0
994,2013,17,Seahawks,0,0,2,Rams,145,9,19.0,DST,13,2.0,0,158,1,0
1035,2014,1,Seahawks,0,0,1,Packers,175,16,11.0,DST,80,3.0,1,255,0,0
1086,2014,2,Seahawks,0,0,0,Chargers,276,30,1.0,DST,101,1.0,0,377,0,1
1104,2014,3,Seahawks,0,1,1,Broncos,296,20,9.0,DST,36,1.0,0,332,0,0
1170,2014,5,Seahawks,0,0,0,Redskins,275,17,5.0,DST,32,1.0,0,307,0,1
1184,2014,6,Seahawks,1,2,0,Cowboys,239,30,13.0,DST,162,1.0,0,401,1,0
1235,2014,7,Seahawks,0,0,0,Rams,173,28,0.0,DST,102,0.0,0,275,0,1
1243,2014,8,Seahawks,0,1,1,Panthers,152,9,14.0,DST,114,3.0,0,266,0,1
1270,2014,9,Seahawks,0,1,2,Raiders,189,24,14.0,DST,37,1.0,0,226,1,0
1305,2014,10,Seahawks,0,1,1,Giants,270,17,10.0,DST,54,2.0,0,324,0,0
1340,2014,11,Seahawks,0,2,0,Chiefs,108,24,5.0,DST,190,0.0,0,298,0,1
1350,2014,12,Seahawks,1,0,1,Cardinals,140,3,17.0,DST,64,3.0,0,204,0,0
1380,2014,13,Seahawks,0,1,2,49ers,100,3,20.0,DST,64,4.0,0,164,0,1
