,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1540,2011,1,Eagles,0,1,0,Rams,181,13,20.0,DST,154,5.0,0,335,1,1
1580,2011,2,Eagles,0,0,2,Falcons,180,35,8.0,DST,138,4.0,0,318,0,1
1630,2011,3,Eagles,0,0,0,Giants,232,29,3.0,DST,102,3.0,0,334,0,0
1649,2011,4,Eagles,1,1,0,49ers,278,24,8.0,DST,164,3.0,0,442,0,0
1685,2011,5,Eagles,0,0,1,Bills,188,31,3.0,DST,143,1.0,0,331,0,1
1693,2011,6,Eagles,0,0,4,Redskins,245,13,17.0,DST,42,2.0,0,287,0,1
1750,2011,8,Eagles,0,0,1,Cowboys,182,7,13.0,DST,85,4.0,0,267,0,0
1779,2011,9,Eagles,0,2,0,Bears,208,30,10.0,DST,164,0.0,0,372,1,0
1803,2011,10,Eagles,0,0,2,Cardinals,282,21,15.0,DST,88,4.0,0,370,1,0
1835,2011,11,Eagles,0,1,1,Giants,249,10,14.0,DST,29,3.0,0,278,0,1
1886,2011,12,Eagles,0,0,0,Patriots,353,38,1.0,DST,104,1.0,0,457,0,0
1912,2011,13,Eagles,0,0,0,Seahawks,173,31,3.0,DST,174,3.0,0,347,0,1
1922,2011,14,Eagles,0,2,1,Dolphins,95,10,24.0,DST,109,9.0,1,204,0,1
1954,2011,15,Eagles,0,2,2,Jets,147,19,22.0,DST,94,4.0,0,241,1,0
1995,2011,16,Eagles,0,0,0,Cowboys,157,7,10.0,DST,81,3.0,0,238,0,1
2026,2011,17,Eagles,1,0,1,Redskins,247,10,12.0,DST,130,1.0,0,377,0,0
