,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
18,18,0,1,1,Rian Lindell,Jets,5.0,K,1,2,2,2013,1
62,62,0,1,0,Rian Lindell,Saints,2.0,K,2,2,2,2013,0
91,91,0,2,1,Rian Lindell,Patriots,3.0,K,3,0,0,2013,1
121,121,1,1,1,Rian Lindell,Cardinals,6.0,K,4,1,1,2013,0
170,170,0,2,2,Rian Lindell,Eagles,8.0,K,6,2,2,2013,0
196,196,0,3,3,Rian Lindell,Falcons,11.0,K,7,2,2,2013,1
231,231,0,2,2,Rian Lindell,Panthers,7.0,K,8,1,1,2013,0
264,264,0,1,1,Rian Lindell,Seahawks,6.0,K,9,3,3,2013,1
284,284,0,2,2,Rian Lindell,Dolphins,8.0,K,10,2,2,2013,0
307,307,0,3,2,Rian Lindell,Falcons,11.0,K,11,5,5,2013,0
348,348,0,3,1,Rian Lindell,Lions,6.0,K,12,3,3,2013,1
368,368,1,3,2,Rian Lindell,Panthers,8.0,K,13,0,0,2013,1
395,395,1,2,2,Rian Lindell,Bills,11.0,K,14,3,3,2013,0
451,451,0,0,0,Rian Lindell,49ers,2.0,K,15,2,2,2013,0
467,467,0,2,2,Rian Lindell,Rams,7.0,K,16,1,1,2013,1
504,504,1,1,1,Rian Lindell,Saints,7.0,K,17,2,2,2013,1
1063,21,1,2,1,Rian Lindell,Dolphins,6.0,K,1,1,1,2010,0
1106,64,0,0,0,Rian Lindell,Packers,1.0,K,2,1,1,2010,1
1112,70,0,4,3,Rian Lindell,Patriots,12.0,K,3,3,3,2010,1
1167,125,0,0,0,Rian Lindell,Jets,2.0,K,4,2,2,2010,0
1187,145,0,2,2,Rian Lindell,Jaguars,8.0,K,5,2,2,2010,0
1238,196,1,2,2,Rian Lindell,Ravens,12.0,K,7,4,4,2010,1
1279,237,0,2,1,Rian Lindell,Chiefs,4.0,K,8,1,1,2010,1
1309,267,0,0,0,Rian Lindell,Bears,1.0,K,9,2,1,2010,0
1340,298,0,1,0,Rian Lindell,Lions,2.0,K,10,2,2,2010,0
1353,311,0,1,0,Rian Lindell,Bengals,7.0,K,11,7,7,2010,1
1381,339,0,3,3,Rian Lindell,Steelers,10.0,K,12,1,1,2010,0
1433,391,0,0,0,Rian Lindell,Min,2.0,K,13,2,2,2010,1
1446,404,0,2,2,Rian Lindell,Browns,7.0,K,14,1,1,2010,0
1493,451,0,1,1,Rian Lindell,Dolphins,5.0,K,15,2,2,2010,1
1526,484,0,1,1,Rian Lindell,Patriots,3.0,K,16,0,0,2010,0
1561,519,0,0,0,Rian Lindell,Jets,1.0,K,17,1,1,2010,1
1567,3,0,2,2,Rian Lindell,Chiefs,11.0,K,1,5,5,2011,1
1612,48,0,2,1,Rian Lindell,Raiders,8.0,K,2,5,5,2011,0
1636,72,0,2,2,Rian Lindell,Patriots,10.0,K,3,4,4,2011,0
1677,113,0,2,2,Rian Lindell,Bengals,8.0,K,4,2,2,2011,1
1707,143,0,1,1,Rian Lindell,Eagles,7.0,K,5,4,4,2011,0
1737,173,0,1,1,Rian Lindell,Giants,6.0,K,6,3,3,2011,1
1779,215,0,4,3,Rian Lindell,Redskins,11.0,K,8,2,2,2011,0
1826,262,0,1,1,Rian Lindell,Jets,3.0,K,9,0,0,2011,0
2637,28,0,0,0,Rian Lindell,Jets,4.0,K,1,4,4,2012,1
2666,57,0,0,0,Rian Lindell,Chiefs,5.0,K,2,5,5,2012,0
2696,87,0,1,1,Rian Lindell,Browns,6.0,K,3,3,3,2012,1
2733,124,0,0,0,Rian Lindell,Patriots,4.0,K,4,4,4,2012,0
2761,152,0,1,1,Rian Lindell,49ers,3.0,K,5,0,0,2012,1
2790,181,0,1,1,Rian Lindell,Cardinals,5.0,K,6,2,2,2012,1
2807,198,0,2,2,Rian Lindell,Titans,10.0,K,7,4,4,2012,0
2860,251,0,4,3,Rian Lindell,Texans,9.0,K,9,0,0,2012,1
2896,287,0,1,1,Rian Lindell,Patriots,7.0,K,10,4,4,2012,1
2912,303,0,4,4,Rian Lindell,Dolphins,13.0,K,11,1,1,2012,0
2954,345,0,2,2,Rian Lindell,Colts,7.0,K,12,1,1,2012,1
2975,366,1,2,2,Rian Lindell,Jaguars,12.0,K,13,4,4,2012,0
3022,413,0,2,2,Rian Lindell,Rams,6.0,K,14,0,0,2012,0
3056,447,0,1,1,Rian Lindell,Seahawks,5.0,K,15,2,2,2012,0
3096,487,0,1,1,Rian Lindell,Dolphins,4.0,K,16,1,1,2012,1
3122,513,0,2,0,Rian Lindell,Jets,4.0,K,17,4,4,2012,0
