,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
31,2016,1,Saints,0,0,0,Raiders,319,35,0.0,DST,167,0.0,0,486,0,0
41,2016,2,Saints,0,3,0,Giants,353,16,12.0,DST,64,2.0,0,417,0,1
94,2016,3,Saints,0,0,0,Falcons,225,45,2.0,DST,217,2.0,0,442,0,0
110,2016,4,Saints,0,2,1,Chargers,308,34,9.0,DST,38,3.0,0,346,0,1
171,2016,6,Saints,0,1,1,Panthers,303,38,6.0,DST,103,2.0,0,406,0,0
212,2016,7,Saints,0,0,0,Chiefs,214,27,1.0,DST,112,0.0,0,326,0,1
223,2016,8,Saints,0,0,1,Seahawks,285,20,7.0,DST,74,1.0,0,359,0,0
248,2016,9,Saints,0,3,1,49ers,393,23,10.0,DST,93,1.0,0,486,0,1
274,2016,10,Saints,0,0,2,Broncos,234,25,11.0,DST,103,6.0,0,337,0,0
316,2016,11,Saints,0,0,0,Panthers,173,23,3.0,DST,50,2.0,0,223,0,1
335,2016,12,Saints,0,1,1,LA,178,21,8.0,DST,69,3.0,0,247,0,0
380,2016,13,Saints,0,0,0,Lions,337,28,2.0,DST,85,2.0,0,422,0,0
404,2016,14,Saints,0,0,0,Buccaneers,166,16,8.0,DST,104,2.0,1,270,0,1
439,2016,15,Saints,0,2,0,Cardinals,309,41,5.0,DST,116,1.0,0,425,0,1
463,2016,16,Saints,0,0,2,Buccaneers,260,24,7.0,DST,89,2.0,0,349,0,0
510,2016,17,Saints,0,0,0,Falcons,323,38,1.0,DST,142,1.0,0,465,0,1
526,2013,1,Saints,0,1,1,Falcons,279,17,11.0,DST,88,3.0,0,367,0,0
561,2013,2,Saints,0,1,1,Buccaneers,113,14,9.0,DST,160,1.0,0,273,0,1
584,2013,3,Saints,0,0,2,Cardinals,161,7,15.0,DST,86,4.0,0,247,0,0
617,2013,4,Saints,0,1,3,Dolphins,216,17,16.0,DST,115,4.0,0,331,0,0
652,2013,5,Saints,0,1,0,Bears,340,18,9.0,DST,94,3.0,0,434,0,1
684,2013,6,Saints,0,0,1,Patriots,235,30,7.0,DST,141,5.0,0,376,0,1
733,2013,8,Saints,0,2,1,Bills,211,17,14.0,DST,88,4.0,0,299,0,0
775,2013,9,Saints,0,0,0,Jets,140,26,3.0,DST,198,2.0,0,338,0,1
795,2013,10,Saints,0,0,0,Cowboys,104,17,7.0,DST,89,3.0,0,193,0,0
819,2013,11,Saints,0,0,1,49ers,115,20,9.0,DST,81,3.0,0,196,0,0
843,2013,12,Saints,0,1,0,Falcons,264,13,14.0,DST,91,5.0,0,355,0,1
895,2013,13,Saints,0,0,0,Seahawks,302,34,1.0,DST,127,1.0,0,429,0,1
902,2013,14,Saints,0,0,0,Panthers,111,13,12.0,DST,128,5.0,0,239,0,0
