,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
5,5,5,0,0,Bennie Fowler,Broncos,0,0,0,0,0,0,14.0,WR,0,2,21,3,0,0,0,0,1,2017
212,212,212,0,0,Bennie Fowler,Broncos,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,2,2017
277,277,277,0,0,Bennie Fowler,Bills,0,0,0,0,0,0,5.0,WR,0,0,55,4,0,0,0,0,3,2017
410,410,410,0,0,Bennie Fowler,Broncos,0,0,0,0,0,0,3.0,WR,0,0,35,2,0,0,0,0,4,2017
625,625,625,0,0,Bennie Fowler,Broncos,0,0,0,0,0,0,2.0,WR,0,0,21,3,0,0,0,0,6,2017
709,709,709,0,0,Bennie Fowler,Chargers,0,0,0,0,0,0,4.0,WR,0,0,45,5,0,0,0,0,7,2017
820,820,820,0,0,Bennie Fowler,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,35,2,0,0,0,0,8,2017
1155,1155,1155,0,0,Bennie Fowler,Broncos,0,0,0,0,0,0,1.0,WR,0,0,18,1,0,0,0,0,11,2017
1198,1198,1198,0,0,Bennie Fowler,Raiders,0,0,0,0,0,0,9.0,WR,0,1,33,3,0,0,0,0,12,2017
1362,1362,1362,0,0,Bennie Fowler,Dolphins,0,0,0,0,0,0,2.0,WR,0,0,23,1,0,0,0,0,13,2017
