,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
3139,7,0,4,2,Wil Lutz,Raiders,10.0,K,1,4,4,2016,0
3181,49,0,3,2,Wil Lutz,Giants,7.0,K,2,1,1,2016,1
3209,77,1,1,1,Wil Lutz,Falcons,8.0,K,3,3,3,2016,0
3247,115,0,0,0,Wil Lutz,Chargers,5.0,K,4,5,5,2016,1
3288,156,1,3,2,Wil Lutz,Panthers,13.0,K,6,5,5,2016,0
3346,214,0,0,0,Wil Lutz,Chiefs,3.0,K,7,3,3,2016,1
3350,218,1,4,4,Wil Lutz,Seahawks,15.0,K,8,1,1,2016,0
3385,253,0,3,2,Wil Lutz,49ers,11.0,K,9,5,5,2016,1
3428,296,0,1,1,Wil Lutz,Broncos,5.0,K,10,3,2,2016,0
3443,311,0,3,2,Wil Lutz,Panthers,8.0,K,11,2,2,2016,1
3476,344,0,0,0,Wil Lutz,LA,7.0,K,12,7,7,2016,0
3509,377,0,2,2,Wil Lutz,Lions,7.0,K,13,1,1,2016,0
3536,404,0,3,3,Wil Lutz,Buccaneers,9.0,K,14,0,0,2016,1
3569,437,0,2,2,Wil Lutz,Cardinals,12.0,K,15,6,6,2016,1
3600,468,0,3,3,Wil Lutz,Buccaneers,11.0,K,16,2,2,2016,0
3639,507,0,2,2,Wil Lutz,Falcons,8.0,K,17,2,2,2016,1
