,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,46,46,0,3,2,Jake Elliott,Chiefs,8.0,K,2,2,2,2017,35,35,0,1,1,Eagles,299,20,14.0,DST,107,6.0,0,Chiefs,406,0
1,72,72,1,3,2,Jake Elliott,Eagles,11.0,K,3,3,3,2017,85,85,0,0,2,Giants,366,24,5.0,DST,49,0.0,0,Eagles,415,0
2,99,99,1,4,4,Jake Elliott,Chargers,16.0,K,4,2,2,2017,122,122,0,0,0,Eagles,240,26,2.0,DST,214,1.0,0,Chargers,454,0
3,137,137,0,2,2,Jake Elliott,Eagles,10.0,K,5,4,4,2017,131,131,1,1,0,Cardinals,276,7,13.0,DST,31,2.0,0,Eagles,307,0
4,167,167,1,2,2,Jake Elliott,Panthers,10.0,K,6,2,2,2017,178,178,0,1,0,Eagles,209,28,5.0,DST,101,3.0,0,Panthers,310,0
5,195,195,1,3,2,Jake Elliott,Eagles,12.0,K,7,4,4,2017,199,199,0,0,1,Redskins,269,24,7.0,DST,75,4.0,0,Eagles,344,0
6,226,226,1,2,2,Jake Elliott,Eagles,9.0,K,8,3,1,2017,214,214,1,0,2,49ers,144,10,23.0,DST,94,4.0,0,Eagles,238,1
7,249,249,0,1,1,Jake Elliott,Eagles,9.0,K,9,7,6,2017,253,253,0,0,2,Broncos,191,23,8.0,DST,35,3.0,0,Eagles,226,0
8,323,323,0,1,0,Jake Elliott,Cowboys,1.0,K,11,1,1,2017,319,319,0,0,0,Eagles,168,37,0.0,DST,215,0.0,0,Cowboys,383,0
9,342,342,0,1,1,Jake Elliott,Eagles,7.0,K,12,4,4,2017,324,324,0,0,2,Bears,134,3,16.0,DST,6,2.0,0,Eagles,140,0
10,382,382,0,1,1,Jake Elliott,Steelers,4.0,K,13,1,1,2017,362,362,0,1,1,Eagles,327,10,14.0,DST,98,3.0,0,Steelers,425,0
11,382,382,0,1,1,Jake Elliott,Steelers,4.0,K,13,1,1,2017,368,368,0,0,0,Bengals,223,20,6.0,DST,130,2.0,0,Steelers,353,0
