,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1371,329,0,0,0,Mike Scifres,Broncos,1.0,K,11,0,0,2010,0
1580,16,0,1,1,Mike Scifres,Min,6.0,K,1,3,3,2011,0
