,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
15,15,15.0,1.0,1.0,1.0,Connor Barth,Bears,7.0,K,1,2.0,2.0,2017.0
62,62,15.0,1.0,1.0,1.0,Connor Barth,Buccaneers,7.0,K,2,2.0,2.0,2017.0
87,87,38.5,0.5,0.5,0.5,Connor Barth,Bears,4.0,K,3,1.5,1.5,2017.0
125,125,54.666666666666664,0.3333333333333333,1.0,0.6666666666666666,Connor Barth,Packers,4.333333333333333,K,4,1.6666666666666667,1.6666666666666667,2017.0
158,158,72.25,0.25,1.0,0.5,Connor Barth,Bears,3.75,K,5,1.75,1.75,2017.0
168,168,89.4,0.2,0.8,0.4,Connor Barth,Ravens,3.2,K,6,1.6,1.6,2017.0
206,206,102.5,0.16666666666666666,1.0,0.6666666666666666,Connor Barth,Bears,4.166666666666667,K,7,1.8333333333333333,1.8333333333333333,2017.0
235,235,117.28571428571429,0.14285714285714285,1.1428571428571428,0.7142857142857143,Connor Barth,Saints,4.285714285714286,K,8,1.8571428571428572,1.8571428571428572,2017.0
277,277,132.0,0.125,1.375,0.875,Connor Barth,Bears,4.5,K,10,1.625,1.625,2017.0
316,316,148.11111111111111,0.1111111111111111,1.5555555555555556,1.1111111111111112,Connor Barth,Bears,5.111111111111111,K,11,1.5555555555555556,1.5555555555555556,2017.0
