,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
23,23,23,0,0,1,Steelers,255,21,4.0,DST,35,1.0,0,Browns,290,0,1,2017
48,48,48,0,1,1,Ravens,201,24,7.0,DST,136,2.0,0,Browns,337,0,2,2017
83,83,83,0,1,0,Colts,243,31,5.0,DST,92,3.0,0,Browns,335,0,3,2017
113,113,113,0,1,0,Bengals,264,31,5.0,DST,86,3.0,0,Browns,350,0,4,2017
141,141,141,0,0,1,Jets,178,17,9.0,DST,34,3.0,0,Browns,212,0,5,2017
165,165,165,0,0,1,Texans,217,33,9.0,DST,123,1.0,0,Browns,340,1,6,2017
189,189,189,0,1,0,Titans,189,12,11.0,DST,80,2.0,0,Browns,269,0,7,2017
230,230,230,1,0,1,Vikings,287,33,5.0,DST,88,1.0,0,Browns,375,0,8,2017
280,280,280,0,0,1,Lions,241,38,6.0,DST,104,4.0,0,Browns,345,0,10,2017
305,305,305,0,1,0,Jaguars,145,19,8.0,DST,139,2.0,0,Browns,284,0,11,2017
350,350,350,0,0,0,Bengals,209,30,1.0,DST,152,1.0,0,Browns,361,0,12,2017
370,370,370,0,0,0,Chargers,335,19,5.0,DST,94,1.0,0,Browns,429,0,13,2017
