,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
23,23,23.0,0.0,0.0,1.0,Steelers,255.0,21.0,4.0,DST,35.0,1.0,0.0,Browns,290.0,0.0,1,2017.0
48,48,23.0,0.0,0.0,1.0,Ravens,255.0,21.0,4.0,DST,35.0,1.0,0.0,Browns,290.0,0.0,2,2017.0
83,83,35.5,0.0,0.5,1.0,Colts,228.0,22.5,5.5,DST,85.5,1.5,0.0,Browns,313.5,0.0,3,2017.0
113,113,51.333333333333336,0.0,0.6666666666666666,0.6666666666666666,Bengals,233.0,25.333333333333332,5.333333333333333,DST,87.66666666666667,2.0,0.0,Browns,320.6666666666667,0.0,4,2017.0
141,141,66.75,0.0,0.75,0.5,Jets,240.75,26.75,5.25,DST,87.25,2.25,0.0,Browns,328.0,0.0,5,2017.0
165,165,81.6,0.0,0.6,0.6,Texans,228.2,24.8,6.0,DST,76.6,2.4,0.0,Browns,304.8,0.0,6,2017.0
189,189,95.5,0.0,0.5,0.6666666666666666,Titans,226.33333333333334,26.166666666666668,6.5,DST,84.33333333333333,2.1666666666666665,0.0,Browns,310.6666666666667,0.16666666666666666,7,2017.0
230,230,108.85714285714286,0.0,0.5714285714285714,0.5714285714285714,Vikings,221.0,24.142857142857142,7.142857142857143,DST,83.71428571428571,2.142857142857143,0.0,Browns,304.7142857142857,0.14285714285714285,8,2017.0
280,280,124.0,0.125,0.5,0.625,Lions,229.25,25.25,6.875,DST,84.25,2.0,0.0,Browns,313.5,0.125,10,2017.0
305,305,141.33333333333334,0.1111111111111111,0.4444444444444444,0.6666666666666666,Jaguars,230.55555555555554,26.666666666666668,6.777777777777778,DST,86.44444444444444,2.2222222222222223,0.0,Browns,317.0,0.1111111111111111,11,2017.0
350,350,157.7,0.1,0.5,0.6,Bengals,222.0,25.9,6.9,DST,91.7,2.2,0.0,Browns,313.7,0.1,12,2017.0
370,370,175.1818181818182,0.09090909090909091,0.45454545454545453,0.5454545454545454,Chargers,220.8181818181818,26.272727272727273,6.363636363636363,DST,97.18181818181819,2.090909090909091,0.0,Browns,318.0,0.09090909090909091,13,2017.0
