,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
544,25,0,2,1,Cairo Santos,Titans,4.0,K,1,1,1,2014,0
571,52,0,2,1,Cairo Santos,Broncos,5.0,K,2,2,2,2014,1
606,87,0,0,0,Cairo Santos,Dolphins,4.0,K,3,4,4,2014,1
622,103,0,2,2,Cairo Santos,Patriots,11.0,K,4,5,5,2014,0
664,145,0,1,1,Cairo Santos,49ers,5.0,K,5,2,2,2014,1
708,189,0,3,3,Cairo Santos,Chargers,11.0,K,7,2,2,2014,1
738,219,1,2,2,Cairo Santos,Rams,12.0,K,8,4,4,2014,0
773,254,0,1,1,Cairo Santos,Jets,6.0,K,9,3,3,2014,0
805,286,0,1,1,Cairo Santos,Bills,5.0,K,10,2,2,2014,1
834,315,0,1,1,Cairo Santos,Seahawks,6.0,K,11,3,3,2014,0
857,338,0,2,2,Cairo Santos,Raiders,8.0,K,12,2,2,2014,1
900,381,0,1,1,Cairo Santos,Broncos,4.0,K,13,1,1,2014,0
934,415,0,0,0,Cairo Santos,Cardinals,2.0,K,14,2,2,2014,1
958,439,0,3,1,Cairo Santos,Raiders,7.0,K,15,4,4,2014,0
979,460,0,4,4,Cairo Santos,Steelers,12.0,K,16,0,0,2014,1
1011,492,0,5,4,Cairo Santos,Chargers,13.0,K,17,1,1,2014,0
