,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
9,9,9.0,0.0,0.0,Melvin Gordon,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,13.0,RB,0.0,1.0,25.0,5.0,0.0,18.0,0.0,54.0,1,2017.0
94,94,9.0,0.0,0.0,Melvin Gordon,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,13.0,RB,0.0,1.0,25.0,5.0,0.0,18.0,0.0,54.0,2,2017.0
183,183,51.5,0.0,0.0,Melvin Gordon,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,13.0,RB,0.0,0.5,45.0,6.0,0.0,13.5,0.5,33.5,3,2017.0
320,320,95.33333333333333,0.0,0.0,Melvin Gordon,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,13.0,RB,0.0,0.3333333333333333,30.0,4.0,0.0,14.666666666666666,0.6666666666666666,48.666666666666664,4,2017.0
359,359,151.5,0.0,0.0,Melvin Gordon,Giants,0.0,0.0,0.0,0.0,0.0,0.0,10.25,RB,0.0,0.25,24.25,3.25,0.0,13.5,0.5,42.0,5,2017.0
434,434,193.0,0.0,0.0,Melvin Gordon,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,13.6,RB,0.0,0.6,31.0,3.8,0.0,14.8,0.4,54.6,6,2017.0
555,555,233.16666666666666,0.0,0.0,Melvin Gordon,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,RB,0.0,0.6666666666666666,37.0,4.666666666666667,0.0,16.5,0.5,59.333333333333336,7,2017.0
596,596,279.14285714285717,0.0,0.0,Melvin Gordon,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,13.857142857142858,RB,0.0,0.5714285714285714,32.57142857142857,4.142857142857143,0.0,16.714285714285715,0.42857142857142855,56.285714285714285,8,2017.0
781,781,318.75,0.0,0.0,Melvin Gordon,Jaguars,0.0,0.0,0.0,0.0,0.0,0.0,14.5,RB,0.0,0.5,29.375,3.75,0.0,16.375,0.5,65.75,10,2017.0
826,826,370.1111111111111,0.0,0.0,Melvin Gordon,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,13.222222222222221,RB,0.0,0.4444444444444444,27.77777777777778,3.888888888888889,0.0,16.333333333333332,0.4444444444444444,61.44444444444444,11,2017.0
921,921,415.7,0.0,0.0,Melvin Gordon,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,13.3,RB,0.0,0.4,25.0,3.5,0.0,16.7,0.5,63.3,12,2017.0
1001,1001,461.6363636363636,0.0,0.0,Melvin Gordon,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,12.818181818181818,RB,0.0,0.36363636363636365,24.818181818181817,3.4545454545454546,0.0,17.09090909090909,0.45454545454545453,63.45454545454545,13,2017.0
