,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,Rob Gronkowski,Steelers,0,0,0,0,0,0,27.0,TE,0,3,94,5,0,0,0,0,1,2015,0
1,1,0,0,Austin Seferian-Jenkins,Titans,0,0,0,0,0,0,23.0,TE,0,2,110,5,0,0,0,0,1,2015,0
2,2,0,0,Travis Kelce,Texans,0,0,0,0,0,0,22.0,TE,0,2,106,6,0,0,0,0,1,2015,1
3,3,0,0,Tyler Eifert,Raiders,0,0,0,0,0,0,22.0,TE,0,2,104,9,0,0,0,0,1,2015,1
4,4,0,0,Jason Witten,Giants,0,0,0,0,0,0,18.0,TE,0,2,60,8,0,0,0,0,1,2015,0
5,5,0,0,Darren Fells,Saints,0,0,0,0,0,0,14.0,TE,0,1,82,4,0,0,0,0,1,2015,0
6,6,0,0,Ladarius Green,Lions,0,0,0,0,0,0,13.0,TE,0,1,74,5,0,0,0,0,1,2015,0
7,7,0,0,Jordan Reed,Dolphins,0,0,0,0,0,0,12.0,TE,0,1,63,7,0,0,0,0,1,2015,0
8,8,0,0,Jimmy Graham,Rams,0,0,0,0,0,0,11.0,TE,0,1,51,6,0,0,0,0,1,2015,1
9,9,0,0,Eric Ebron,Chargers,0,0,0,0,0,0,11.0,TE,0,1,53,4,0,0,0,0,1,2015,1
10,10,0,0,Martellus Bennett,Packers,0,0,0,0,0,0,11.0,TE,0,1,55,5,0,0,0,0,1,2015,0
11,11,0,0,Delanie Walker,Buccaneers,0,0,0,0,0,0,10.0,TE,0,1,43,3,0,0,0,0,1,2015,1
12,12,0,0,Lance Kendricks,Seahawks,0,0,0,0,0,0,10.0,TE,0,1,42,2,0,0,0,0,1,2015,0
13,13,0,0,Heath Miller,Patriots,0,0,0,0,0,0,8.0,TE,0,0,84,8,0,0,0,0,1,2015,1
14,14,0,0,Jared Cook,Seahawks,0,0,0,0,0,0,8.0,TE,0,0,85,5,0,0,0,0,1,2015,0
15,15,0,0,Jordan Cameron,Redskins,0,0,0,0,0,0,7.0,TE,0,0,73,4,0,0,0,0,1,2015,1
16,16,0,0,Dwayne Allen,Bills,0,0,0,0,0,0,7.0,TE,0,1,17,3,0,0,0,0,1,2015,1
17,17,0,0,Gavin Escobar,Giants,0,0,0,0,0,0,6.0,TE,0,1,8,2,0,0,0,0,1,2015,0
18,18,0,0,Scott Chandler,Steelers,0,0,0,0,0,0,6.0,TE,0,1,1,1,0,0,0,0,1,2015,0
19,19,0,0,Kyle Rudolph,49ers,0,0,0,0,0,0,5.0,TE,0,0,53,5,0,0,0,0,1,2015,1
20,20,0,0,Zach Ertz,Falcons,0,0,0,0,0,0,4.0,TE,0,0,46,3,0,0,0,0,1,2015,1
21,21,0,0,Vernon Davis,Min,0,0,0,0,0,0,4.0,TE,0,0,47,3,0,0,0,0,1,2015,0
22,22,0,0,Charles Clay,Colts,0,0,0,0,0,0,4.0,TE,0,0,43,4,0,0,0,0,1,2015,0
23,23,0,0,Garrett Celek,Min,0,0,0,0,0,0,4.0,TE,0,0,40,3,0,0,0,0,1,2015,0
24,24,0,0,Richard Rodgers,Bears,0,0,0,0,0,0,3.0,TE,0,0,27,3,0,1,0,11,1,2015,1
25,25,0,0,Daniel Fells,Cowboys,0,0,0,0,0,0,3.0,TE,0,0,33,3,0,0,0,0,1,2015,1
26,26,0,0,Gary Barnidge,Jets,0,0,0,0,0,0,3.0,TE,0,0,38,3,0,0,0,0,1,2015,1
27,27,0,0,Crockett Gillmore,Broncos,0,0,0,0,0,0,2.0,TE,0,0,23,2,0,0,0,0,1,2015,1
28,28,0,0,Coby Fleener,Bills,0,0,0,0,0,0,2.0,TE,1,0,5,1,0,0,0,0,1,2015,1
29,29,0,0,Larry Donnell,Cowboys,0,0,0,0,0,0,2.0,TE,0,0,21,3,0,0,0,0,1,2015,1
30,30,0,0,Maxx Williams,Broncos,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,1,2015,1
31,31,0,0,Benjamin Watson,Cardinals,0,0,0,0,0,0,1.0,TE,0,0,19,3,0,0,0,0,1,2015,1
32,32,0,0,Jacob Tamme,Eagles,0,0,0,0,0,0,1.0,TE,0,0,19,3,0,0,0,0,1,2015,0
33,33,0,0,Greg Olsen,Jaguars,0,0,0,0,0,0,1.0,TE,0,0,11,1,0,0,0,0,1,2015,1
34,34,0,0,Malcolm Johnson,Jets,0,0,0,0,0,0,1.0,TE,0,0,14,2,0,0,0,0,1,2015,1
35,35,0,0,Ryan Griffin,Chiefs,0,0,0,0,0,0,1.0,TE,0,0,18,1,0,0,0,0,1,2015,0
36,36,0,0,C.J. Fiedorowicz,Chiefs,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,1,2015,0
37,37,0,0,Anthony Fasano,Buccaneers,0,0,0,0,0,0,1.0,TE,0,0,18,1,0,0,0,0,1,2015,1
38,38,0,0,Jim Dray,Jets,0,0,0,0,0,0,1.0,TE,0,0,13,1,0,0,0,0,1,2015,1
39,39,0,0,Clive Walford,Bengals,0,0,0,0,0,0,0.0,TE,0,0,1,1,0,0,0,0,1,2015,0
40,40,0,0,Levine Toilolo,Eagles,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,1,2015,0
41,41,0,0,Mychal Rivera,Bengals,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,1,2015,0
42,42,0,0,Vance McDonald,Min,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,1,2015,0
43,43,0,0,Jermaine Gresham,Saints,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,1,2015,0
44,44,0,0,Rhett Ellison,49ers,0,0,0,0,0,0,0.0,TE,0,0,3,1,0,0,0,0,1,2015,1
45,45,0,0,Ed Dickson,Jaguars,0,0,0,0,0,0,0.0,TE,0,0,9,1,0,0,0,0,1,2015,1
46,46,0,0,Owen Daniels,Ravens,0,0,0,0,0,0,0.0,TE,0,0,5,2,0,0,0,0,1,2015,0
47,47,0,0,Brent Celek,Falcons,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,1,2015,1
48,48,0,0,Crockett Gillmore,Raiders,0,0,0,0,0,0,20.0,TE,0,2,88,5,0,0,0,0,2,2015,1
49,49,0,0,Rob Gronkowski,Bills,0,0,0,0,0,0,17.0,TE,0,1,113,7,0,0,0,0,2,2015,1
50,50,0,0,Anthony Fasano,Browns,0,0,0,0,0,0,14.0,TE,0,1,84,5,0,0,0,0,2,2015,1
51,51,0,0,Richard Rodgers,Seahawks,0,0,0,0,0,0,10.0,TE,1,1,23,3,0,0,0,0,2,2015,0
52,52,0,0,Tyler Eifert,Chargers,0,0,0,0,0,0,10.0,TE,0,1,49,4,0,0,0,0,2,2015,0
53,53,0,0,Eric Ebron,Min,0,0,0,0,0,0,10.0,TE,0,1,43,5,0,0,0,0,2,2015,1
54,54,0,0,Kyle Rudolph,Lions,0,0,0,0,0,0,9.0,TE,0,1,30,5,0,0,0,0,2,2015,0
55,55,0,0,Heath Miller,49ers,0,0,0,0,0,0,9.0,TE,1,1,15,2,0,0,0,0,2,2015,0
56,56,0,0,Jordan Reed,Rams,0,0,0,0,0,0,8.0,TE,0,0,82,6,0,0,0,0,2,2015,0
57,57,0,0,Larry Donnell,Falcons,0,0,0,0,0,0,8.0,TE,0,1,28,4,0,0,0,0,2,2015,0
58,58,0,0,Jacob Tamme,Giants,0,0,0,0,0,0,7.0,TE,0,0,77,4,0,0,0,0,2,2015,1
59,59,0,0,Jake Stoneburner,Jaguars,0,0,0,0,0,0,7.0,TE,0,1,18,2,0,0,0,0,2,2015,1
