,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,0.0,0.0,0.0,Austin Hooper,Bears,0.0,0.0,0.0,0.0,0.0,0.0,18.0,TE,0.0,1.0,128.0,2.0,0.0,0.0,0.0,0.0,1,2017.0
91,91,0.0,0.0,0.0,Austin Hooper,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,18.0,TE,0.0,1.0,128.0,2.0,0.0,0.0,0.0,0.0,2,2017.0
142,142,45.5,0.0,0.0,Austin Hooper,Lions,0.0,0.0,0.0,0.0,0.0,0.0,9.0,TE,0.0,0.5,67.5,2.0,0.0,0.0,0.0,0.0,3,2017.0
170,170,77.66666666666667,0.0,0.0,Austin Hooper,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,6.0,TE,0.0,0.3333333333333333,48.0,1.6666666666666667,0.0,0.0,0.0,0.0,4,2017.0
271,271,100.75,0.0,0.0,Austin Hooper,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,5.75,TE,0.0,0.25,48.5,2.5,0.0,0.0,0.0,0.0,6,2017.0
346,346,134.8,0.0,0.0,Austin Hooper,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,5.4,TE,0.0,0.2,48.4,3.4,0.0,0.0,0.0,0.0,7,2017.0
357,357,170.0,0.0,0.0,Austin Hooper,Jets,0.0,0.0,0.0,0.0,0.0,0.0,4.5,TE,0.0,0.16666666666666666,41.333333333333336,3.0,0.0,0.0,0.0,0.0,8,2017.0
422,422,196.71428571428572,0.0,0.0,Austin Hooper,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,5.285714285714286,TE,0.0,0.2857142857142857,42.142857142857146,3.142857142857143,0.0,0.0,0.0,0.0,9,2017.0
447,447,224.875,0.0,0.0,Austin Hooper,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TE,0.0,0.25,41.375,3.125,0.0,0.0,0.0,0.0,10,2017.0
529,529,249.55555555555554,0.0,0.0,Austin Hooper,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,TE,0.0,0.3333333333333333,42.22222222222222,3.4444444444444446,0.0,0.0,0.0,0.0,11,2017.0
558,558,277.5,0.0,0.0,Austin Hooper,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TE,0.0,0.3,37.9,3.3,0.0,0.0,0.0,0.0,12,2017.0
617,617,303.0,0.0,0.0,Austin Hooper,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,4.818181818181818,TE,0.0,0.2727272727272727,37.90909090909091,3.272727272727273,0.0,0.0,0.0,0.0,13,2017.0
