,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2615,6,0,4,3,Shayne Graham,Dolphins,12.0,K,1,3,3,2012,0
2656,47,0,2,2,Shayne Graham,Jaguars,9.0,K,2,3,3,2012,1
2693,84,0,1,1,Shayne Graham,Broncos,7.0,K,3,4,4,2012,1
2721,112,0,1,1,Shayne Graham,Titans,8.0,K,4,5,5,2012,0
2741,132,0,3,3,Shayne Graham,Jets,11.0,K,5,2,2,2012,1
2781,172,1,1,1,Shayne Graham,Packers,8.0,K,6,3,3,2012,0
2803,194,0,2,2,Shayne Graham,Ravens,11.0,K,7,5,5,2012,0
2879,270,0,1,0,Shayne Graham,Bills,3.0,K,9,3,3,2012,0
2898,289,0,2,2,Shayne Graham,Bears,7.0,K,10,1,1,2012,1
2913,304,0,5,3,Shayne Graham,Jaguars,13.0,K,11,4,4,2012,0
2945,336,0,3,2,Shayne Graham,Lions,10.0,K,12,4,4,2012,1
2987,378,1,1,1,Shayne Graham,Titans,8.0,K,13,3,3,2012,1
3030,421,0,0,0,Shayne Graham,Patriots,2.0,K,14,2,2,2012,1
3038,429,0,6,5,Shayne Graham,Colts,17.0,K,15,2,2,2012,0
3080,471,1,2,2,Shayne Graham,Min,8.0,K,16,0,0,2012,0
3102,493,1,4,3,Shayne Graham,Colts,12.0,K,17,1,1,2012,1
