,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2779,170,1,1,1,Kai Forbath,Min,10.0,K,6,5,5,2012,0
2804,195,0,3,3,Kai Forbath,Giants,11.0,K,7,2,2,2012,1
2840,231,0,2,2,Kai Forbath,Steelers,6.0,K,8,1,0,2012,1
2867,258,0,2,2,Kai Forbath,Panthers,7.0,K,9,1,1,2012,0
2926,317,0,1,1,Kai Forbath,Eagles,7.0,K,11,4,4,2012,0
2950,341,0,1,1,Kai Forbath,Cowboys,8.0,K,12,5,5,2012,1
2998,389,0,1,1,Kai Forbath,Giants,5.0,K,13,2,2,2012,0
3012,403,0,3,3,Kai Forbath,Ravens,11.0,K,14,2,2,2012,0
3049,440,0,1,1,Kai Forbath,Browns,8.0,K,15,5,5,2012,1
3076,467,0,2,2,Kai Forbath,Eagles,9.0,K,16,3,3,2012,1
3124,515,0,1,0,Kai Forbath,Cowboys,4.0,K,17,4,4,2012,0
