,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
521,2,0,6,5,Mike Nugent,Ravens,15.0,K,1,0,0,2014,1
568,49,0,4,1,Mike Nugent,Falcons,6.0,K,2,3,3,2014,0
601,82,0,1,1,Mike Nugent,Titans,7.0,K,3,4,4,2014,0
665,146,0,2,1,Mike Nugent,Patriots,5.0,K,5,2,2,2014,1
675,156,0,4,3,Mike Nugent,Panthers,13.0,K,6,4,4,2014,0
745,226,0,2,2,Mike Nugent,Ravens,9.0,K,8,3,3,2014,0
771,252,0,1,1,Mike Nugent,Jaguars,7.0,K,9,4,4,2014,0
809,290,0,1,1,Mike Nugent,Browns,3.0,K,10,0,0,2014,0
825,306,0,2,2,Mike Nugent,Saints,9.0,K,11,3,3,2014,1
858,339,0,2,2,Mike Nugent,Texans,8.0,K,12,2,2,2014,1
907,388,0,0,0,Mike Nugent,Buccaneers,2.0,K,13,2,2,2014,1
933,414,0,0,0,Mike Nugent,Steelers,3.0,K,14,3,3,2014,0
947,428,0,3,3,Mike Nugent,Browns,12.0,K,15,3,3,2014,1
978,459,0,3,3,Mike Nugent,Broncos,13.0,K,16,4,4,2014,0
1027,508,0,2,1,Mike Nugent,Steelers,5.0,K,17,2,2,2014,1
