,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
13,13,13.0,0.0,1.0,1.0,Broncos,181.0,24.0,9.0,DST,140.0,4.0,0.0,Chargers,321.0,0.0,1,2017.0
50,50,13.0,0.0,1.0,1.0,Dolphins,181.0,24.0,9.0,DST,140.0,4.0,0.0,Chargers,321.0,0.0,2,2017.0
79,79,31.5,0.0,0.5,0.5,Chiefs,203.0,21.5,7.5,DST,125.5,3.0,0.0,Chargers,328.5,0.0,3,2017.0
122,122,47.333333333333336,0.0,0.3333333333333333,0.3333333333333333,Eagles,176.0,22.333333333333332,7.0,DST,146.66666666666666,3.6666666666666665,0.0,Chargers,322.6666666666667,0.0,4,2017.0
139,139,66.0,0.0,0.25,0.25,Giants,192.0,23.25,5.75,DST,163.5,3.0,0.0,Chargers,355.5,0.0,5,2017.0
167,167,80.6,0.0,0.4,0.4,Raiders,190.2,23.0,6.6,DST,161.2,3.4,0.0,Chargers,351.4,0.0,6,2017.0
183,183,95.0,0.0,0.3333333333333333,0.6666666666666666,Broncos,186.0,21.833333333333332,7.0,DST,152.5,3.0,0.0,Chargers,338.5,0.0,7,2017.0
234,234,107.57142857142857,0.0,0.5714285714285714,0.7142857142857143,Patriots,185.42857142857142,18.714285714285715,9.857142857142858,DST,140.57142857142858,3.2857142857142856,0.0,Chargers,326.0,0.14285714285714285,8,2017.0
269,269,123.375,0.0,0.5,0.625,Jaguars,201.875,19.0,9.125,DST,135.125,3.25,0.0,Chargers,337.0,0.125,10,2017.0
294,294,139.55555555555554,0.1111111111111111,0.4444444444444444,0.7777777777777778,Bills,208.66666666666666,19.11111111111111,9.555555555555555,DST,135.11111111111111,3.2222222222222223,0.0,Chargers,343.77777777777777,0.1111111111111111,11,2017.0
320,320,155.0,0.1,0.5,1.2,Cowboys,209.8,19.6,11.2,DST,138.9,3.0,0.0,Chargers,348.7,0.3,12,2017.0
361,361,170.0,0.09090909090909091,0.45454545454545453,1.2727272727272727,Browns,206.0,18.363636363636363,12.181818181818182,DST,133.45454545454547,2.909090909090909,0.0,Chargers,339.45454545454544,0.36363636363636365,13,2017.0
