,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
76,76,76,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,9,1,2017
142,142,142,0,0,Dion Lewis,Saints,0,0,0,0,0,0,2.0,RB,0,0,11,1,0,4,0,14,2,2017
241,241,241,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,1.0,RB,0,0,12,3,0,2,0,5,3,2017
290,290,290,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,7.0,RB,0,0,9,1,0,4,1,18,4,2017
384,384,384,0,0,Dion Lewis,Buccaneers,0,0,0,0,0,0,6.0,RB,0,0,10,2,0,7,0,53,5,2017
451,451,451,0,0,Dion Lewis,Jets,0,0,0,0,0,0,11.0,RB,0,0,0,0,0,11,1,52,6,2017
531,531,531,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,7.0,RB,0,0,6,1,0,13,0,76,7,2017
625,625,625,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,5.0,RB,0,0,10,2,0,15,0,44,8,2017
748,748,748,0,0,Dion Lewis,Broncos,0,0,0,0,0,0,11.0,RB,0,0,0,0,0,14,1,55,10,2017
825,825,825,0,0,Dion Lewis,Raiders,0,0,0,0,0,0,14.0,RB,0,1,28,4,0,10,0,60,11,2017
911,911,911,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,11.0,RB,0,0,1,1,0,15,0,112,12,2017
1000,1000,1000,0,0,Dion Lewis,Bills,0,0,0,0,0,0,9.0,RB,0,0,0,0,0,15,0,92,13,2017
