,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
76,76,76.0,0.0,0.0,Ed Dickson,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TE,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,2,2017.0
148,148,76.0,0.0,0.0,Ed Dickson,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TE,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,3,2017.0
168,168,112.0,0.0,0.0,Ed Dickson,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TE,0.0,0.0,17.0,1.5,0.0,0.0,0.0,0.0,4,2017.0
204,204,130.66666666666666,0.0,0.0,Ed Dickson,Lions,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,TE,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,5,2017.0
275,275,149.0,0.0,0.0,Ed Dickson,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,6.25,TE,0.0,0.0,67.75,2.75,0.0,0.0,0.0,0.0,6,2017.0
337,337,174.2,0.0,0.0,Ed Dickson,Bears,0.0,0.0,0.0,0.0,0.0,0.0,5.6,TE,0.0,0.0,61.4,3.0,0.0,0.0,0.0,0.0,7,2017.0
376,376,201.33333333333334,0.0,0.0,Ed Dickson,Buccaneers,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,TE,0.0,0.0,54.166666666666664,3.0,0.0,0.0,0.0,0.0,8,2017.0
451,451,226.28571428571428,0.0,0.0,Ed Dickson,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,4.428571428571429,TE,0.0,0.0,49.857142857142854,3.142857142857143,0.0,0.0,0.0,0.0,10,2017.0
575,575,254.375,0.0,0.0,Ed Dickson,Jets,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TE,0.0,0.125,47.75,3.125,0.0,0.0,0.0,0.0,12,2017.0
631,631,290.0,0.0,0.0,Ed Dickson,Saints,0.0,0.0,0.0,0.0,0.0,0.0,4.555555555555555,TE,0.0,0.1111111111111111,44.111111111111114,2.888888888888889,0.0,0.0,0.0,0.0,13,2017.0
