,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
5,5,5.0,0.0,0.0,Philip Rivers,Broncos,0.0,33.0,22.0,1.0,3.0,192.0,23.0,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017.0
41,41,5.0,0.0,0.0,Philip Rivers,Chargers,0.0,33.0,22.0,1.0,3.0,192.0,23.0,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2017.0
98,98,23.0,0.0,0.0,Philip Rivers,Chargers,0.0,36.0,26.5,0.5,2.0,261.5,21.0,QB,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3,2017.0
111,111,48.0,0.0,0.0,Philip Rivers,Chargers,0.0,37.333333333333336,24.333333333333332,1.3333333333333333,1.3333333333333333,253.33333333333334,15.0,QB,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,4,2017.0
144,144,63.75,0.0,0.25,Philip Rivers,Giants,0.0,37.5,23.75,1.0,1.5,276.75,17.25,QB,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,5,2017.0
179,179,79.8,0.0,0.2,Philip Rivers,Raiders,0.0,38.8,23.2,1.0,1.8,273.0,19.0,QB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6,2017.0
213,213,96.33333333333333,0.0,0.16666666666666666,Philip Rivers,Chargers,0.0,38.333333333333336,23.5,0.8333333333333334,1.6666666666666667,272.1666666666667,18.5,QB,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.16666666666666666,7,2017.0
253,253,113.0,0.0,0.14285714285714285,Philip Rivers,Patriots,0.0,36.57142857142857,22.285714285714285,0.7142857142857143,1.7142857142857142,259.42857142857144,18.571428571428573,QB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,8,2017.0
306,306,130.5,0.0,0.125,Philip Rivers,Jaguars,0.0,35.75,21.625,0.75,1.625,253.5,17.75,QB,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.125,10,2017.0
337,337,150.0,0.0,0.1111111111111111,Philip Rivers,Chargers,0.0,35.888888888888886,21.555555555555557,0.7777777777777778,1.6666666666666667,251.44444444444446,17.88888888888889,QB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,2017.0
361,361,168.7,0.0,0.1,Philip Rivers,Cowboys,0.0,35.5,21.4,0.7,1.7,251.4,18.3,QB,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,12,2017.0
408,408,186.1818181818182,0.0,0.09090909090909091,Philip Rivers,Chargers,0.0,35.27272727272727,21.90909090909091,0.6363636363636364,1.8181818181818181,268.0,19.818181818181817,QB,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,-0.45454545454545453,13,2017.0
