,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1025,2014.0,1,Vikings,0.0,0.0,2.0,Rams,246.0,6.0,25.0,DST,72.0,5.0,0.0,318.0,1.0,1.0
1084,2014.0,2,Vikings,0.0,0.0,2.0,Patriots,246.0,6.0,25.0,DST,72.0,5.0,0.0,318.0,1.0,1.0
1108,2014.0,3,Vikings,0.0,0.0,1.0,Saints,194.0,18.0,13.0,DST,111.0,3.0,0.0,305.0,0.5,0.5
1135,2014.0,4,Vikings,0.3333333333333333,0.0,0.6666666666666666,Falcons,225.33333333333334,18.666666666666668,11.0,DST,110.0,2.3333333333333335,0.0,335.3333333333333,0.3333333333333333,0.6666666666666666
1172,2014.0,5,Vikings,0.25,0.0,1.0,Packers,241.0,21.0,9.5,DST,113.25,2.0,0.0,354.25,0.25,0.5
1190,2014.0,6,Vikings,0.2,0.0,1.0,Lions,225.6,25.2,8.4,DST,121.8,2.0,0.0,347.4,0.2,0.6
1207,2014.0,7,Vikings,0.16666666666666666,0.0,0.8333333333333334,Bills,213.83333333333334,23.833333333333332,8.333333333333334,DST,118.16666666666667,2.3333333333333335,0.0,332.0,0.16666666666666666,0.5
1238,2014.0,8,Vikings,0.14285714285714285,0.42857142857142855,0.8571428571428571,Buccaneers,219.71428571428572,22.857142857142858,9.714285714285714,DST,118.14285714285714,2.857142857142857,0.0,337.85714285714283,0.14285714285714285,0.5714285714285714
1283,2014.0,9,Vikings,0.125,0.5,0.875,Redskins,212.125,21.625,11.25,DST,111.625,3.125,0.0,323.75,0.25,0.625
1338,2014.0,11,Vikings,0.1111111111111111,0.4444444444444444,0.8888888888888888,Bears,213.55555555555554,22.11111111111111,10.88888888888889,DST,112.77777777777777,3.3333333333333335,0.0,326.3333333333333,0.2222222222222222,0.5555555555555556
1374,2014.0,12,Vikings,0.1,0.4,1.0,Packers,225.2,22.0,10.3,DST,115.3,3.0,0.0,340.5,0.2,0.6
1377,2014.0,13,Vikings,0.09090909090909091,0.36363636363636365,0.9090909090909091,Panthers,223.54545454545453,22.181818181818183,9.545454545454545,DST,118.9090909090909,2.8181818181818183,0.0,342.45454545454544,0.18181818181818182,0.5454545454545454
1411,2014.0,14,Vikings,0.25,0.3333333333333333,0.9166666666666666,Jets,219.08333333333334,21.416666666666668,11.166666666666666,DST,123.83333333333333,2.9166666666666665,0.0,342.9166666666667,0.3333333333333333,0.5
1466,2014.0,15,Vikings,0.23076923076923078,0.38461538461538464,0.9230769230769231,Lions,220.84615384615384,21.615384615384617,11.846153846153847,DST,127.23076923076923,2.923076923076923,0.0,348.0769230769231,0.46153846153846156,0.46153846153846156
1496,2014.0,16,Vikings,0.21428571428571427,0.35714285714285715,0.8571428571428571,Dolphins,216.0,21.214285714285715,11.285714285714286,DST,123.85714285714286,2.7142857142857144,0.0,339.85714285714283,0.42857142857142855,0.5
1522,2014.0,17,Vikings,0.2,0.4,0.8666666666666667,Bears,227.13333333333333,22.266666666666666,10.866666666666667,DST,122.93333333333334,2.6,0.0,350.06666666666666,0.4,0.5333333333333333
