,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,32,32,0,0,Mark Ingram,Vikings,0,0,0,0,0,0,6.0,RB,0,0,54,5,0,6,0,17,1,2017,17,17,0,0,0,Saints,284,19,5.0,DST,60,1.0,0,Vikings,344,0
1,112,112,0,0,Mark Ingram,Saints,0,0,0,0,0,0,7.0,RB,0,0,24,4,0,8,0,52,2,2017,60,60,0,0,0,Patriots,436,36,2.0,DST,119,2.0,0,Saints,555,0
2,195,195,0,0,Mark Ingram,Panthers,0,0,0,0,0,0,8.0,RB,0,0,30,2,0,14,0,56,3,2017,90,90,0,0,0,Saints,213,34,1.0,DST,149,1.0,0,Panthers,362,0
3,298,298,0,0,Mark Ingram,Dolphins,0,0,0,0,0,0,5.0,RB,0,0,17,4,0,14,0,45,4,2017,114,114,0,0,0,Saints,261,20,5.0,DST,86,1.0,0,Dolphins,347,0
4,436,436,0,1,Mark Ingram,Saints,0,0,0,0,0,0,25.0,RB,0,0,36,5,0,25,2,114,6,2017,154,154,0,2,3,Lions,281,38,33.0,DST,66,5.0,0,Saints,347,3
5,517,517,0,0,Mark Ingram,Packers,0,0,0,0,0,0,16.0,RB,0,0,5,4,0,22,1,105,7,2017,195,195,1,0,2,Saints,324,26,8.0,DST,161,1.0,0,Packers,485,0
6,601,601,0,2,Mark Ingram,Saints,0,0,0,0,0,0,13.0,RB,0,0,24,6,0,18,1,75,8,2017,222,222,0,0,1,Bears,150,12,11.0,DST,157,2.0,0,Saints,307,0
7,683,683,0,0,Mark Ingram,Saints,0,0,0,0,0,0,7.0,RB,0,0,2,1,0,16,0,77,9,2017,238,238,1,1,0,Buccaneers,113,10,21.0,DST,87,4.0,0,Saints,200,1
8,735,735,0,0,Mark Ingram,Bills,0,0,0,0,0,0,31.0,RB,0,0,0,0,0,21,3,131,10,2017,289,289,0,1,0,Saints,184,47,2.0,DST,298,0.0,0,Bills,482,0
9,819,819,0,0,Mark Ingram,Saints,0,0,0,0,0,0,21.0,RB,0,0,21,3,0,11,1,134,11,2017,314,314,0,0,0,Redskins,300,31,2.0,DST,156,2.0,0,Saints,456,0
10,942,942,0,0,Mark Ingram,Rams,0,0,0,0,0,0,3.0,RB,0,0,5,2,0,11,0,31,12,2017,339,339,0,0,0,Saints,223,20,7.0,DST,123,3.0,0,Rams,346,0
11,984,984,0,0,Mark Ingram,Saints,0,0,0,0,0,0,17.0,RB,0,0,37,6,0,14,1,85,13,2017,372,372,0,1,0,Panthers,167,21,5.0,DST,112,2.0,0,Saints,279,0
