,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,15,15.0,1.0,1.0,1.0,Connor Barth,Bears,7.0,K,1,2.0,2.0,2017.0,25,25.0,0.0,0.0,0.0,Falcons,308.0,23.0,3.0,DST,64.0,2.0,0.0,Bears,372.0,0.0
1,62,15.0,1.0,1.0,1.0,Connor Barth,Buccaneers,7.0,K,2,2.0,2.0,2017.0,30,30.0,0.0,2.0,2.0,Bears,290.0,7.0,22.0,DST,20.0,1.0,0.0,Buccaneers,310.0,1.0
2,87,38.5,0.5,0.5,0.5,Connor Barth,Bears,4.0,K,3,1.5,1.5,2017.0,69,40.0,0.0,0.5,0.0,Steelers,251.0,26.0,3.5,DST,90.5,2.0,0.0,Bears,341.5,0.0
3,125,54.66666666666666,0.3333333333333333,1.0,0.6666666666666666,Connor Barth,Packers,4.333333333333333,K,4,1.6666666666666667,1.6666666666666667,2017.0,101,47.66666666666666,0.0,0.6666666666666666,0.0,Bears,183.0,22.33333333333333,7.0,DST,113.66666666666669,3.0,0.0,Packers,296.6666666666667,0.0
4,158,72.25,0.25,1.0,0.5,Connor Barth,Bears,3.75,K,5,1.75,1.75,2017.0,138,67.5,0.25,0.75,0.0,Vikings,220.75,26.0,5.5,DST,85.5,2.25,0.0,Bears,306.25,0.0
5,168,89.4,0.2,0.8,0.4,Connor Barth,Ravens,3.2,K,6,1.6,1.6,2017.0,158,74.0,0.0,0.6,1.8,Bears,205.2,19.4,12.8,DST,123.4,2.4,0.0,Ravens,328.6,0.2
6,206,102.5,0.16666666666666666,1.0,0.6666666666666666,Connor Barth,Bears,4.166666666666667,K,7,1.8333333333333333,1.8333333333333333,2017.0,182,94.83333333333331,0.16666666666666666,0.6666666666666666,0.3333333333333333,Panthers,198.33333333333331,24.66666666666667,8.0,DST,104.33333333333331,2.6666666666666665,0.16666666666666666,Bears,302.6666666666667,0.16666666666666666
7,235,117.28571428571428,0.14285714285714285,1.1428571428571428,0.7142857142857143,Connor Barth,Saints,4.285714285714286,K,8,1.8571428571428568,1.8571428571428568,2017.0,222,100.0,0.0,0.3333333333333333,1.3333333333333333,Bears,236.83333333333331,22.16666666666667,12.666666666666664,DST,114.16666666666669,2.833333333333333,0.0,Saints,351.0,0.5
8,277,132.0,0.125,1.375,0.875,Connor Barth,Bears,4.5,K,10,1.625,1.625,2017.0,282,121.75,0.125,0.875,0.5,Packers,207.625,21.375,11.375,DST,104.375,2.875,0.125,Bears,312.0,0.375
9,316,148.11111111111111,0.1111111111111111,1.5555555555555556,1.1111111111111112,Connor Barth,Bears,5.111111111111111,K,11,1.5555555555555556,1.5555555555555556,2017.0,308,139.55555555555554,0.1111111111111111,0.7777777777777778,0.4444444444444444,Lions,204.77777777777774,21.555555555555557,10.555555555555557,DST,110.55555555555556,2.888888888888889,0.1111111111111111,Bears,315.3333333333333,0.3333333333333333
