,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,15,15,1,1,1,Connor Barth,Bears,7.0,K,1,2,2,2017,25,25,0,0,0,Falcons,308,23,3.0,DST,64,2.0,0,Bears,372,0
1,62,62,0,0,0,Connor Barth,Buccaneers,1.0,K,2,1,1,2017,30,30,0,2,2,Bears,290,7,22.0,DST,20,1.0,0,Buccaneers,310,1
2,87,87,0,2,1,Connor Barth,Bears,5.0,K,3,2,2,2017,69,69,1,2,0,Steelers,212,17,13.0,DST,70,3.0,0,Bears,282,0
3,125,125,0,1,0,Connor Barth,Packers,2.0,K,4,2,2,2017,101,101,0,2,2,Bears,205,14,13.0,DST,103,1.0,0,Packers,308,0
4,158,158,0,0,0,Connor Barth,Bears,1.0,K,5,1,1,2017,138,138,0,0,0,Vikings,141,20,10.0,DST,159,4.0,1,Bears,300,0
5,168,168,0,2,2,Connor Barth,Ravens,9.0,K,6,3,3,2017,158,158,0,2,0,Bears,111,27,21.0,DST,231,4.0,0,Ravens,342,2
6,206,206,0,2,1,Connor Barth,Bears,5.0,K,7,2,2,2017,182,182,0,1,2,Panthers,185,3,33.0,DST,108,5.0,0,Bears,293,2
7,235,235,0,3,2,Connor Barth,Saints,6.0,K,8,0,0,2017,222,222,0,0,1,Bears,150,12,11.0,DST,157,2.0,0,Saints,307,0
8,277,277,0,3,3,Connor Barth,Bears,10.0,K,10,1,1,2017,282,282,0,0,0,Packers,182,23,4.0,DST,160,3.0,0,Bears,342,0
9,316,316,0,2,1,Connor Barth,Bears,6.0,K,11,3,3,2017,308,308,0,1,0,Lions,287,27,6.0,DST,65,3.0,0,Bears,352,0
