,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2,2,0,3,3,Caleb Sturgis,Browns,11.0,K,1,2,2,2013,1
45,45,1,1,1,Caleb Sturgis,Colts,8.0,K,2,3,3,2013,1
72,72,1,2,2,Caleb Sturgis,Falcons,11.0,K,3,3,3,2013,0
122,122,0,1,1,Caleb Sturgis,Saints,5.0,K,4,2,2,2013,1
138,138,0,4,3,Caleb Sturgis,Ravens,11.0,K,5,2,2,2013,0
216,216,0,1,0,Caleb Sturgis,Bills,3.0,K,7,3,3,2013,0
229,229,1,3,1,Caleb Sturgis,Patriots,7.0,K,8,2,2,2013,1
256,256,0,3,2,Caleb Sturgis,Bengals,8.0,K,9,2,2,2013,0
286,286,0,2,2,Caleb Sturgis,Buccaneers,7.0,K,10,1,1,2013,1
318,318,0,2,2,Caleb Sturgis,Chargers,8.0,K,11,2,2,2013,0
337,337,0,4,3,Caleb Sturgis,Panthers,10.0,K,12,1,1,2013,0
363,363,0,4,3,Caleb Sturgis,Jets,11.0,K,13,2,2,2013,1
396,396,0,3,2,Caleb Sturgis,Steelers,10.0,K,14,4,4,2013,1
446,446,0,1,1,Caleb Sturgis,Patriots,6.0,K,15,3,3,2013,0
516,516,0,0,0,Caleb Sturgis,Jets,1.0,K,17,1,1,2013,0
