,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1052,10,0,1,1,Lawrence Tynes,Panthers,7.0,K,1,4,4,2010,0
1099,57,0,0,0,Lawrence Tynes,Colts,2.0,K,2,2,2,2010,1
1129,87,1,3,1,Lawrence Tynes,Titans,6.0,K,3,1,1,2010,0
1158,116,0,2,1,Lawrence Tynes,Bears,5.0,K,4,2,2,2010,0
1180,138,0,2,2,Lawrence Tynes,Texans,10.0,K,5,4,4,2010,1
1233,191,1,2,2,Lawrence Tynes,Cowboys,13.0,K,7,5,5,2010,1
1288,246,0,2,2,Lawrence Tynes,Seahawks,11.0,K,9,5,5,2010,1
1323,281,0,2,2,Lawrence Tynes,Cowboys,8.0,K,10,2,2,2010,0
1360,318,0,1,1,Lawrence Tynes,Eagles,5.0,K,11,2,2,2010,1
1380,338,0,3,3,Lawrence Tynes,Jaguars,10.0,K,12,1,1,2010,0
1415,373,0,1,1,Lawrence Tynes,Redskins,7.0,K,13,4,4,2010,0
1460,418,0,0,0,Lawrence Tynes,Min,3.0,K,14,3,3,2010,1
1485,443,0,1,1,Lawrence Tynes,Eagles,7.0,K,15,4,4,2010,0
1521,479,0,1,1,Lawrence Tynes,Packers,5.0,K,16,2,2,2010,1
1550,508,0,2,1,Lawrence Tynes,Redskins,5.0,K,17,2,2,2010,1
1591,27,0,1,0,Lawrence Tynes,Redskins,2.0,K,1,2,2,2011,1
1624,60,0,0,0,Lawrence Tynes,Rams,4.0,K,2,4,4,2011,0
1657,93,0,0,0,Lawrence Tynes,Eagles,3.0,K,3,3,3,2011,1
1678,114,0,1,1,Lawrence Tynes,Cardinals,7.0,K,4,4,4,2011,1
1713,149,0,1,1,Lawrence Tynes,Seahawks,5.0,K,5,2,2,2011,0
1727,163,0,3,2,Lawrence Tynes,Bills,9.0,K,6,3,3,2011,0
1784,220,0,2,2,Lawrence Tynes,Dolphins,8.0,K,8,2,2,2011,0
1819,255,0,1,1,Lawrence Tynes,Patriots,6.0,K,9,3,3,2011,1
1842,278,0,2,2,Lawrence Tynes,49ers,8.0,K,10,2,2,2011,1
1885,321,0,1,1,Lawrence Tynes,Eagles,4.0,K,11,1,1,2011,0
1919,355,0,2,1,Lawrence Tynes,Saints,6.0,K,12,3,3,2011,1
1933,369,1,2,2,Lawrence Tynes,Packers,11.0,K,13,3,3,2011,0
1969,405,0,2,2,Lawrence Tynes,Cowboys,9.0,K,14,3,3,2011,1
2017,453,0,2,1,Lawrence Tynes,Redskins,4.0,K,15,1,1,2011,0
2037,473,0,2,2,Lawrence Tynes,Jets,9.0,K,16,3,3,2011,1
2076,512,0,2,1,Lawrence Tynes,Cowboys,7.0,K,17,4,4,2011,0
2633,24,0,1,1,Lawrence Tynes,Cowboys,5.0,K,1,2,2,2012,0
2643,34,0,4,4,Lawrence Tynes,Buccaneers,15.0,K,2,3,3,2012,0
2676,67,0,5,5,Lawrence Tynes,Panthers,18.0,K,3,3,3,2012,1
2729,120,0,2,1,Lawrence Tynes,Eagles,5.0,K,4,2,2,2012,1
2740,131,0,2,2,Lawrence Tynes,Browns,11.0,K,5,5,5,2012,0
2767,158,0,5,4,Lawrence Tynes,49ers,14.0,K,6,2,2,2012,1
2808,199,0,2,2,Lawrence Tynes,Redskins,9.0,K,7,3,3,2012,0
2823,214,0,5,5,Lawrence Tynes,Cowboys,17.0,K,8,2,2,2012,1
2859,250,1,3,2,Lawrence Tynes,Steelers,10.0,K,9,2,2,2012,0
2893,284,0,2,2,Lawrence Tynes,Bengals,7.0,K,10,1,1,2012,1
2948,339,0,1,1,Lawrence Tynes,Packers,8.0,K,12,5,5,2012,0
2981,372,0,4,3,Lawrence Tynes,Redskins,10.0,K,13,1,1,2012,1
3014,405,0,2,1,Lawrence Tynes,Saints,10.0,K,14,7,7,2012,0
3065,456,0,1,0,Lawrence Tynes,Falcons,0.0,K,15,0,0,2012,1
3097,488,0,0,0,Lawrence Tynes,Ravens,2.0,K,16,2,2,2012,1
3114,505,0,0,0,Lawrence Tynes,Eagles,6.0,K,17,6,6,2012,0
