,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
3,3,3.0,0.0,3.0,1.0,Redskins,200.0,17.0,22.0,DST,64.0,4.0,0.0,Eagles,264.0,1.0,1,2017.0
54,54,3.0,0.0,3.0,1.0,Chiefs,200.0,17.0,22.0,DST,64.0,4.0,0.0,Eagles,264.0,1.0,2,2017.0
85,85,28.5,0.0,1.5,0.5,Giants,216.0,22.0,13.5,DST,88.0,4.0,0.0,Eagles,304.0,0.5,3,2017.0
115,115,47.333333333333336,0.0,1.0,1.0,Chargers,266.0,22.666666666666668,10.666666666666666,DST,75.0,2.6666666666666665,0.0,Eagles,341.0,0.3333333333333333,4,2017.0
131,131,64.25,0.0,1.0,0.75,Cardinals,285.0,23.0,9.25,DST,70.75,2.5,0.0,Eagles,355.75,0.25,5,2017.0
168,168,77.6,0.2,1.0,0.6,Panthers,283.2,19.8,10.0,DST,62.8,2.4,0.0,Eagles,346.0,0.2,6,2017.0
199,199,92.66666666666667,0.16666666666666666,0.8333333333333334,1.0,Redskins,273.5,20.333333333333332,9.833333333333334,DST,65.66666666666667,2.3333333333333335,0.0,Eagles,339.1666666666667,0.16666666666666666,7,2017.0
214,214,107.85714285714286,0.14285714285714285,0.7142857142857143,1.0,49ers,272.85714285714283,20.857142857142858,9.428571428571429,DST,67.0,2.5714285714285716,0.0,Eagles,339.85714285714283,0.14285714285714285,8,2017.0
253,253,121.125,0.25,0.625,1.125,Broncos,256.75,19.5,11.125,DST,70.375,2.75,0.0,Eagles,327.125,0.25,9,2017.0
295,295,135.77777777777777,0.2222222222222222,0.5555555555555556,1.2222222222222223,Cowboys,249.44444444444446,19.88888888888889,10.777777777777779,DST,66.44444444444444,2.7777777777777777,0.0,Eagles,315.8888888888889,0.2222222222222222,11,2017.0
324,324,151.7,0.2,0.6,1.4,Bears,235.8,18.8,12.2,DST,71.0,2.9,0.0,Eagles,306.8,0.3,12,2017.0
378,378,167.36363636363637,0.18181818181818182,0.5454545454545454,1.4545454545454546,Steelers,226.54545454545453,17.363636363636363,12.545454545454545,DST,65.0909090909091,2.8181818181818183,0.0,Eagles,291.6363636363636,0.2727272727272727,13,2017.0
