,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
10,2016,1,Broncos,0,0,1,Panthers,176,20,9.0,DST,157,3.0,0,333,0,0
33,2016,2,Broncos,0,1,1,Colts,170,20,25.0,DST,83,5.0,0,253,2,0
74,2016,3,Broncos,0,1,1,Bengals,189,17,12.0,DST,143,4.0,0,332,0,1
97,2016,4,Broncos,0,1,2,Buccaneers,143,7,18.0,DST,72,5.0,0,215,0,1
144,2016,5,Broncos,0,1,0,Falcons,250,23,5.0,DST,122,2.0,0,372,0,0
166,2016,6,Broncos,0,2,0,Chargers,166,21,7.0,DST,99,2.0,0,265,0,1
191,2016,7,Broncos,0,2,0,Texans,131,9,12.0,DST,140,1.0,0,271,0,0
215,2016,8,Broncos,1,0,3,Chargers,246,19,22.0,DST,123,4.0,0,369,1,0
261,2016,9,Broncos,0,0,0,Raiders,179,30,2.0,DST,218,2.0,0,397,0,1
270,2016,10,Broncos,1,2,2,Saints,293,23,14.0,DST,80,1.0,0,373,0,1
337,2016,12,Broncos,0,0,0,Chiefs,190,30,6.0,DST,83,6.0,0,273,0,0
354,2016,13,Broncos,0,1,2,Jaguars,179,10,20.0,DST,154,1.0,0,333,1,1
399,2016,14,Broncos,0,0,0,Titans,73,13,9.0,DST,180,2.0,0,253,0,1
435,2016,15,Broncos,0,0,0,Patriots,177,16,6.0,DST,136,2.0,0,313,0,0
474,2016,16,Broncos,0,0,1,Chiefs,246,33,2.0,DST,238,0.0,0,484,0,1
485,2016,17,Broncos,0,2,1,Raiders,164,6,18.0,DST,57,2.0,0,221,0,0
525,2013,1,Broncos,1,0,2,Ravens,335,27,11.0,DST,58,4.0,0,393,0,0
548,2013,2,Broncos,0,0,4,Giants,353,23,16.0,DST,23,1.0,0,376,1,1
603,2013,3,Broncos,0,0,0,Raiders,293,21,4.0,DST,49,3.0,0,342,0,0
612,2013,4,Broncos,1,0,0,Eagles,284,20,21.0,DST,166,3.0,0,450,2,0
653,2013,5,Broncos,0,1,1,Cowboys,470,48,8.0,DST,52,4.0,0,522,0,1
678,2013,6,Broncos,0,0,2,Jaguars,291,19,10.0,DST,71,2.0,0,362,0,0
718,2013,7,Broncos,0,1,0,Colts,213,39,4.0,DST,121,2.0,0,334,0,1
727,2013,8,Broncos,0,1,4,Redskins,154,21,20.0,DST,112,3.0,0,266,1,0
791,2013,10,Broncos,0,0,0,Chargers,198,20,8.0,DST,131,4.0,0,329,0,1
817,2013,11,Broncos,0,1,0,Chiefs,200,17,9.0,DST,144,3.0,0,344,0,0
841,2013,12,Broncos,0,3,0,Patriots,324,34,15.0,DST,116,3.0,0,440,1,1
894,2013,13,Broncos,0,0,1,Chiefs,293,28,2.0,DST,159,0.0,0,452,0,1
914,2013,14,Broncos,0,1,1,Titans,158,28,6.0,DST,96,2.0,0,254,0,0
955,2013,15,Broncos,0,0,0,Chargers,160,27,3.0,DST,177,2.0,0,337,0,0
969,2013,16,Broncos,0,0,2,Texans,153,13,14.0,DST,87,3.0,0,240,0,1
1008,2013,17,Broncos,0,1,0,Raiders,191,14,8.0,DST,64,2.0,0,255,0,1
1038,2014,1,Broncos,0,0,2,Colts,354,24,8.0,DST,54,3.0,0,408,0,0
1070,2014,2,Broncos,0,0,0,Chiefs,247,17,6.0,DST,133,2.0,0,380,0,0
1100,2014,3,Broncos,1,0,1,Seahawks,255,26,10.0,DST,129,3.0,1,384,0,1
1161,2014,5,Broncos,0,0,0,Cardinals,178,20,7.0,DST,37,3.0,0,215,0,0
1179,2014,6,Broncos,0,1,1,Jets,173,17,18.0,DST,31,4.0,0,204,1,1
1212,2014,7,Broncos,0,0,1,49ers,248,17,12.0,DST,62,6.0,0,310,0,0
1251,2014,8,Broncos,0,0,2,Chargers,245,21,7.0,DST,61,2.0,0,306,0,0
1287,2014,9,Broncos,0,0,1,Patriots,332,43,3.0,DST,66,1.0,0,398,0,1
1304,2014,10,Broncos,0,1,2,Raiders,192,17,10.0,DST,30,0.0,0,222,0,1
1342,2014,11,Broncos,0,0,0,Rams,206,22,4.0,DST,131,3.0,0,337,0,1
1370,2014,12,Broncos,0,0,1,Dolphins,216,36,3.0,DST,97,1.0,0,313,0,0
1382,2014,13,Broncos,0,2,1,Chiefs,110,16,16.0,DST,41,6.0,0,151,0,1
1414,2014,14,Broncos,0,1,2,Bills,341,17,14.0,DST,74,4.0,0,415,0,0
1451,2014,15,Broncos,1,0,2,Chargers,232,10,13.0,DST,56,0.0,0,288,0,1
1484,2014,16,Broncos,0,1,1,Bengals,146,37,10.0,DST,207,0.0,0,353,1,1
1509,2014,17,Broncos,0,1,1,Raiders,132,14,17.0,DST,67,3.0,0,199,1,0
1549,2011,1,Broncos,0,1,0,Raiders,99,23,10.0,DST,190,1.0,0,289,1,0
1596,2011,2,Broncos,0,0,0,Bengals,310,22,3.0,DST,72,2.0,0,382,0,0
1614,2011,3,Broncos,0,2,0,Titans,295,17,10.0,DST,38,2.0,0,333,0,1
1651,2011,4,Broncos,0,0,2,Packers,396,49,6.0,DST,111,2.0,0,507,0,1
1669,2011,5,Broncos,0,1,1,Chargers,212,29,15.0,DST,206,5.0,0,418,1,0
1728,2011,7,Broncos,0,1,0,Dolphins,173,15,10.0,DST,94,4.0,0,267,0,1
1766,2011,8,Broncos,0,0,0,Lions,263,45,2.0,DST,113,2.0,0,376,0,0
1771,2011,9,Broncos,0,0,3,Raiders,316,24,15.0,DST,100,2.0,0,416,1,1
1807,2011,10,Broncos,0,0,0,Chiefs,124,10,11.0,DST,134,4.0,0,258,0,1
1830,2011,11,Broncos,0,1,1,Jets,235,13,20.0,DST,83,3.0,0,318,1,0
1869,2011,12,Broncos,0,0,0,Chargers,159,13,10.0,DST,185,3.0,0,344,0,1
1893,2011,13,Broncos,0,1,2,Min,360,32,15.0,DST,129,3.0,0,489,1,1
1931,2011,14,Broncos,0,1,0,Bears,86,10,13.0,DST,159,4.0,0,245,0,0
1981,2011,15,Broncos,0,0,0,Patriots,310,41,2.0,DST,141,2.0,0,451,0,0
2014,2011,16,Broncos,0,0,0,Bills,191,40,1.0,DST,160,1.0,0,351,0,1
2028,2011,17,Broncos,0,1,0,Chiefs,175,7,10.0,DST,106,1.0,0,281,0,0
2052,2012,1,Broncos,0,0,1,Steelers,209,19,17.0,DST,75,5.0,0,284,1,0
2108,2012,2,Broncos,0,0,0,Falcons,208,27,2.0,DST,67,1.0,0,275,0,1
2127,2012,3,Broncos,0,1,1,Texans,284,31,7.0,DST,152,1.0,1,436,0,0
2154,2012,4,Broncos,0,0,0,Raiders,181,6,13.0,DST,56,3.0,0,237,0,0
2194,2012,5,Broncos,0,1,0,Patriots,193,31,6.0,DST,251,4.0,0,444,0,1
2202,2012,6,Broncos,0,2,4,Chargers,217,24,29.0,DST,90,4.0,0,307,2,1
2271,2012,8,Broncos,0,0,1,Saints,201,14,7.0,DST,51,1.0,0,252,0,0
2288,2012,9,Broncos,0,0,1,Bengals,275,23,14.0,DST,91,5.0,0,366,1,1
2312,2012,10,Broncos,0,0,2,Panthers,198,14,29.0,DST,52,7.0,1,250,2,1
2353,2012,11,Broncos,1,1,2,Chargers,224,23,13.0,DST,53,4.0,0,277,0,0
2379,2012,12,Broncos,0,0,1,Chiefs,116,9,11.0,DST,148,2.0,0,264,0,1
2411,2012,13,Broncos,0,0,1,Buccaneers,235,23,10.0,DST,71,1.0,0,306,1,0
2442,2012,14,Broncos,0,1,1,Raiders,263,13,12.0,DST,61,1.0,0,324,0,1
2472,2012,15,Broncos,0,1,1,Ravens,222,17,17.0,DST,56,3.0,0,278,1,1
2506,2012,16,Broncos,0,1,0,Browns,142,12,15.0,DST,91,6.0,0,233,0,0
2534,2012,17,Broncos,0,0,0,Chiefs,26,3,14.0,DST,93,4.0,0,119,0,0
2589,2010,1,Broncos,0,0,0,Jaguars,165,24,2.0,DST,134,1.0,0,299,0,1
2601,2010,2,Broncos,0,1,3,Seahawks,230,14,13.0,DST,109,1.0,0,339,0,0
2653,2010,3,Broncos,0,0,0,Colts,325,27,1.0,DST,40,0.0,0,365,0,0
2670,2010,4,Broncos,0,2,0,Titans,167,20,10.0,DST,121,2.0,0,288,0,1
2710,2010,5,Broncos,0,0,0,Ravens,182,31,1.0,DST,233,1.0,0,415,0,1
2723,2010,6,Broncos,0,1,2,Jets,190,24,9.0,DST,129,2.0,0,319,0,0
2765,2010,7,Broncos,0,0,0,Raiders,180,59,2.0,DST,328,2.0,0,508,0,0
2790,2010,8,Broncos,0,0,0,49ers,196,24,1.0,DST,143,0.0,0,339,0,1
2826,2010,10,Broncos,0,1,0,Chiefs,433,29,12.0,DST,51,4.0,0,484,1,0
2874,2010,11,Broncos,0,0,1,Chargers,253,35,3.0,DST,147,1.0,0,400,0,1
2908,2010,12,Broncos,0,0,0,Rams,308,36,2.0,DST,123,2.0,0,431,0,0
2925,2010,13,Broncos,0,1,0,Chiefs,174,10,11.0,DST,185,2.0,0,359,0,1
2974,2010,14,Broncos,0,1,0,Cardinals,146,43,2.0,DST,211,0.0,0,357,0,1
2996,2010,15,Broncos,0,1,2,Raiders,238,39,6.0,DST,264,0.0,0,502,0,1
3035,2010,16,Broncos,0,0,1,Texans,310,23,3.0,DST,91,0.0,0,401,0,0
3055,2010,17,Broncos,0,0,1,Chargers,283,33,13.0,DST,164,5.0,0,447,1,0
3075,2015,1,Broncos,0,0,2,Ravens,100,13,19.0,DST,73,2.0,0,173,1,0
3106,2015,2,Broncos,0,3,2,Chiefs,167,24,22.0,DST,147,5.0,0,314,1,1
3137,2015,3,Broncos,1,1,2,Lions,262,12,19.0,DST,28,4.0,0,290,0,1
3172,2015,4,Broncos,0,1,0,Min,212,20,13.0,DST,113,7.0,0,325,0,0
3199,2015,5,Broncos,1,2,1,Raiders,223,10,25.0,DST,65,4.0,0,288,1,1
3230,2015,6,Broncos,0,1,2,Browns,189,23,17.0,DST,109,4.0,0,298,1,1
3289,2015,8,Broncos,0,0,0,Packers,50,10,12.0,DST,90,3.0,1,140,0,0
3321,2015,9,Broncos,0,0,0,Colts,245,27,8.0,DST,120,1.0,0,365,1,1
3363,2015,10,Broncos,0,0,0,Chiefs,197,29,2.0,DST,106,2.0,0,303,0,0
3375,2015,11,Broncos,0,1,1,Bears,261,15,10.0,DST,86,2.0,0,347,0,1
3407,2015,12,Broncos,0,1,0,Patriots,262,24,6.0,DST,39,3.0,0,301,0,0
3425,2015,13,Broncos,0,2,1,Chargers,179,3,26.0,DST,93,4.0,0,272,1,1
3472,2015,14,Broncos,0,0,0,Raiders,99,15,7.0,DST,27,3.0,0,126,0,0
3502,2015,15,Broncos,0,0,2,Steelers,354,34,7.0,DST,23,3.0,0,377,0,1
3537,2015,16,Broncos,0,1,0,Bengals,186,17,8.0,DST,108,2.0,0,294,0,0
3568,2015,17,Broncos,0,0,1,Chargers,207,20,9.0,DST,110,3.0,0,317,0,0
