,Points,Receptions,Pass 2PT,Pass Interceptions,Receiving 2PT,Rush TD,Year,Pass Completions,Receiving TD,Fumble TD,Pass TD,Rush 2PT,Pass Attempts,Away Games,Rush Yards,Pass Yards,Receiving Yards,Rush Attempts,Week,Fumbles Lost,Name,Opponent,Position
7146,308915776.0,531441.0,0.0,0.0,0.0,0.0,2015,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7858047974841.0,0.0,1,0.0,Julio Jones,Eagles,WR
7147,148035889.0,531441.0,0.0,0.0,1.0,0.0,2015,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885842380864.0,0.0,1,0.0,DeAndre Hopkins,Chiefs,WR
7148,47045881.0,531441.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5534900853769.0,0.0,1,0.0,Antonio Brown,Patriots,WR
7149,24137569.0,4096.0,0.0,0.0,0.0,0.0,2015,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17596287801.0,0.0,1,0.0,James Jones,Bears,WR
7150,16777216.0,4096.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1061520150601.0,0.0,1,0.0,Kendall Wright,Buccaneers,WR
7151,16777216.0,11390625.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20924183895616.0,0.0,1,0.0,Keenan Allen,Lions,WR
7152,7529536.0,729.0,0.0,0.0,0.0,0.0,2015,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308915776.0,0.0,1,0.0,Marcel Reece,Bengals,WR
7153,7529536.0,46656.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304006671424.0,0.0,1,0.0,Stevie Johnson,Lions,WR
7154,7529536.0,729.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,496981290961.0,0.0,1,0.0,Travis Benjamin,Jets,WR
7155,4826809.0,15625.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,531441.0,0.0,243087455521.0,1.0,1,0.0,Percy Harvin,Colts,WR
7156,2985984.0,46656.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56800235584.0,0.0,1,0.0,Brandon Marshall,Browns,WR
7157,1000000.0,46656.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340095640625.0,0.0,1,0.0,Nate Washington,Chiefs,WR
7158,1000000.0,46656.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9474296896.0,0.0,1,0.0,Donte Moncrief,Bills,WR
7159,1000000.0,1000000.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1126162419264.0,0.0,1,0.0,Jordan Matthews,Falcons,WR
7160,1000000.0,4096.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8303765625.0,0.0,1,0.0,Jerricho Cotchery,Jaguars,WR
7161,1000000.0,4096.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4750104241.0,0.0,1,0.0,Brandon Coleman,Cardinals,WR
7162,1000000.0,4096.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9474296896.0,0.0,1,0.0,John Brown,Saints,WR
7163,531441.0,4096.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1544804416.0,0.0,1,0.0,Rishard Matthews,Redskins,WR
7164,531441.0,1771561.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531441.0,0.0,832972004929.0,1.0,1,0.0,Julian Edelman,Steelers,WR
7165,531441.0,64.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565726409.0,0.0,1,0.0,Eric Decker,Browns,WR
7166,531441.0,15625.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3010936384.0,0.0,1,0.0,Randall Cobb,Bears,WR
7167,262144.0,4096.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351298031616.0,0.0,1,0.0,Roddy White,Eagles,WR
7168,262144.0,117649.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,464404086784.0,0.0,1,0.0,T.Y. Hilton,Bills,WR
7169,262144.0,117649.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481890304.0,0.0,1,0.0,Rashad Greene,Panthers,WR
7170,262144.0,46656.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433626201009.0,0.0,1,0.0,Larry Fitzgerald,Saints,WR
7171,262144.0,64.0,0.0,0.0,0.0,0.0,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,191102976.0,0.0,1,0.0,Harry Douglas,Buccaneers,WR
7172,117649.0,729.0,0.0,0.0,1.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27680640625.0,0.0,1,0.0,Markus Wheaton,Patriots,WR
7173,117649.0,262144.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192699928576.0,0.0,1,0.0,Jermaine Kearse,Rams,WR
7174,117649.0,15625.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225199600704.0,0.0,1,0.0,Alshon Jeffery,Packers,WR
7175,117649.0,46656.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164206490176.0,0.0,1,0.0,Pierre Garcon,Dolphins,WR
