,Points,Receptions,Pass 2PT,Pass Interceptions,Receiving 2PT,Rush TD,Year,Pass Completions,Receiving TD,Fumble TD,Pass TD,Rush 2PT,Pass Attempts,Away Games,Rush Yards,Pass Yards,Receiving Yards,Rush Attempts,Week,Fumbles Lost,Name,Opponent,Position
1726,25.0,4.0,0.0,0.0,0.0,0.0,2010,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1,0.0,Hakeem Nicks,Panthers,WR
1727,21.0,12.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159.0,0.0,1,0.0,Chad Johnson,Patriots,WR
1728,21.0,11.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163.0,0.0,1,1.0,Austin Collie,Texans,WR
1729,20.0,10.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146.0,0.0,1,0.0,Miles Austin,Redskins,WR
1730,18.0,8.0,0.0,0.0,0.0,0.0,2010,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1,0.0,Wes Welker,Bengals,WR
1731,17.0,5.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.0,0.0,1,0.0,Legedu Naanee,Chiefs,WR
1732,15.0,7.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0,0.0,1,0.0,Reggie Wayne,Texans,WR
1733,14.0,3.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,1,0.0,Nate Washington,Raiders,WR
1734,14.0,5.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.0,1,0.0,Greg Jennings,Eagles,WR
1735,13.0,5.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,0.0,1,0.0,Steve Smith,Giants,WR
1736,13.0,7.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132.0,0.0,1,0.0,Steve Breaston,Rams,WR
1737,11.0,13.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.0,0.0,1,0.0,Roddy White,Steelers,WR
1738,11.0,5.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117.0,0.0,1,0.0,Brandon Lloyd,Jaguars,WR
1739,11.0,10.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,1,0.0,Mark Clayton,Cardinals,WR
1740,11.0,7.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.0,0.0,1,0.0,Anquan Boldin,Jets,WR
1741,10.0,6.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1,0.0,Hines Ward,Falcons,WR
1742,10.0,2.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1,0.0,Micheal Spurlock,Browns,WR
1743,10.0,2.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,1,0.0,Mohamed Massaquoi,Buccaneers,WR
1744,10.0,4.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,38.0,1.0,1,0.0,Jeremy Maclin,Packers,WR
1745,10.0,3.0,0.0,0.0,0.0,0.0,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,1,0.0,Larry Fitzgerald,Rams,WR
