,Points,Receptions,Pass 2PT,Pass Interceptions,Receiving 2PT,Rush TD,Year,Pass Completions,Receiving TD,Fumble TD,Pass TD,Rush 2PT,Pass Attempts,Away Games,Rush Yards,Pass Yards,Receiving Yards,Rush Attempts,Week,Fumbles Lost,Name,Opponent,Position
10765,17210368.0,16807.0,0.0,0.0,0.0,0.0,2014,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118636749824.0,0.0,1,0.0,Calvin Johnson,Giants,WR
10766,6436343.0,1024.0,0.0,0.0,0.0,0.0,2014,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16105100000.0,0.0,1,0.0,Allen Hurns,Eagles,WR
10767,2476099.0,7776.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3125.0,0.0,38579489651.0,1.0,1,0.0,A.J. Green,Ravens,WR
10768,1889568.0,243.0,0.0,0.0,0.0,1.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11040808032.0,0.0,11881376.0,243.0,1,0.0,Cordarrelle Patterson,Rams,WR
10769,1419857.0,16807.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22877577568.0,0.0,1,0.0,Steve Smith,Bengals,WR
10770,1419857.0,3125.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21003416576.0,0.0,1,0.0,Antonio Brown,Browns,WR
10771,759375.0,1024.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8587340257.0,0.0,1,0.0,Jeremy Maclin,Jaguars,WR
10772,759375.0,7776.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6590815232.0,0.0,1,0.0,Kelvin Benjamin,Buccaneers,WR
10773,537824.0,1024.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5584059449.0,0.0,1,0.0,DeAndre Hopkins,Redskins,WR
10774,537824.0,16807.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1889568.0,0.0,2706784157.0,1.0,1,0.0,Brandin Cooks,Falcons,WR
10775,371293.0,3125.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934917632.0,0.0,1,0.0,Roddy White,Saints,WR
10776,371293.0,16807.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3486784401.0,0.0,1,1.0,Mike Wallace,Patriots,WR
10777,248832.0,32768.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804229351.0,0.0,1,1.0,Brandon Marshall,Bills,WR
10778,161051.0,1024.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312500000.0,0.0,1,0.0,Terrance Williams,49ers,WR
10779,161051.0,7776.0,0.0,0.0,0.0,0.0,2014,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,656356768.0,0.0,1,0.0,Greg Jennings,Rams,WR
10780,161051.0,3125.0,0.0,0.0,0.0,0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,23863536599.0,1.0,1,0.0,Michael Floyd,Chargers,WR
