,Points,Receptions,Pass 2PT,Pass Interceptions,Receiving 2PT,Rush TD,Year,Pass Completions,Receiving TD,Fumble TD,Pass TD,Rush 2PT,Pass Attempts,Away Games,Rush Yards,Pass Yards,Receiving Yards,Rush Attempts,Week,Fumbles Lost,Name,Opponent,Position
8973,12167.0,512.0,0.0,0.0,0.0,0.0,2012,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1481544.0,0.0,1,0.0,Kevin Ogletree,Giants,WR
8974,10648.0,216.0,0.0,0.0,0.0,0.0,2012,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1259712.0,0.0,1,0.0,Julio Jones,Chiefs,WR
8975,8000.0,125.0,0.0,0.0,0.0,0.0,2012,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704969.0,0.0,1,0.0,Stephen Hill,Bills,WR
8976,5832.0,216.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728000.0,0.0,1,0.0,Lance Moore,Redskins,WR
8977,4913.0,125.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331000.0,0.0,1,0.0,Demaryius Thomas,Steelers,WR
8978,4913.0,729.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1685159.0,0.0,1,0.0,Brandon Marshall,Colts,WR
8979,4913.0,512.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1685159.0,0.0,1,0.0,Andre Johnson,Dolphins,WR
8980,4096.0,64.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1295029.0,0.0,1,0.0,Pierre Garcon,Saints,WR
8981,3375.0,343.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,884736.0,0.0,1,0.0,Jeremy Maclin,Browns,WR
8982,2744.0,64.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531441.0,0.0,1,0.0,James Jones,49ers,WR
8983,2744.0,27.0,0.0,0.0,0.0,0.0,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512000.0,0.0,1,0.0,Alshon Jeffery,Colts,WR
