,Points,Receptions,Pass 2PT,Pass Interceptions,Receiving 2PT,Rush TD,Year,Pass Completions,Receiving TD,Fumble TD,Pass TD,Rush 2PT,Pass Attempts,Away Games,Rush Yards,Pass Yards,Receiving Yards,Rush Attempts,Week,Fumbles Lost,Name,Opponent,Position
5349,707281.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193877776.0,0.0,1,0.0,Victor Cruz,Cowboys,WR
5350,614656.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671898241.0,0.0,1,0.0,Demaryius Thomas,Ravens,WR
5351,614656.0,6561.0,0.0,0.0,0.0,0.0,2013,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,688747536.0,0.0,1,0.0,A.J. Green,Bears,WR
5352,456976.0,28561.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871773696.0,0.0,1,0.0,Anquan Boldin,Packers,WR
5353,160000.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40960000.0,0.0,1,0.0,Leonard Hankerson,Eagles,WR
5354,160000.0,4096.0,0.0,0.0,0.0,0.0,2013,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40960000.0,0.0,1,0.0,Larry Fitzgerald,Rams,WR
5355,130321.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,285610000.0,0.0,1,0.0,Jordy Nelson,49ers,WR
5356,130321.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38950081.0,0.0,1,0.0,Julian Edelman,Bills,WR
5357,83521.0,6561.0,0.0,0.0,0.0,0.0,2013,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20151121.0,0.0,1,1.0,Wes Welker,Ravens,WR
5358,83521.0,6561.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168896016.0,0.0,1,0.0,Brian Hartline,Browns,WR
5359,65536.0,4096.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116985856.0,0.0,1,0.0,Brandon Marshall,Bengals,WR
5360,65536.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116985856.0,0.0,1,0.0,DeSean Jackson,Redskins,WR
5361,65536.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1296.0,0.0,136048896.0,16.0,1,0.0,Randall Cobb,49ers,WR
5362,50625.0,4096.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84934656.0,0.0,1,0.0,Reggie Wayne,Raiders,WR
5363,50625.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,562448656.0,0.0,1,0.0,Vincent Jackson,Jets,WR
5364,38416.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,384160000.0,0.0,1,0.0,Jerome Simpson,Lions,WR
5365,38416.0,81.0,0.0,0.0,0.0,0.0,2013,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,1,0.0,Eddie Royal,Texans,WR
5366,38416.0,20736.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,454371856.0,0.0,1,0.0,Andre Johnson,Chargers,WR
5367,20736.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33362176.0,0.0,1,1.0,Julio Jones,Saints,WR
5368,20736.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21381376.0,0.0,1,0.0,Marques Colston,Falcons,WR
5369,20736.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17850625.0,0.0,1,0.0,Marlon Brown,Broncos,WR
5370,14641.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7311616.0,0.0,1,0.0,Mike Williams,Jets,WR
5371,14641.0,1296.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6765201.0,0.0,1,0.0,Steve Smith,Seahawks,WR
5372,14641.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168896016.0,0.0,1,0.0,Hakeem Nicks,Cowboys,WR
5373,10000.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104060401.0,0.0,1,0.0,Rueben Randle,Cowboys,WR
5374,10000.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3418801.0,0.0,1,0.0,Denarius Moore,Colts,WR
5375,10000.0,16.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5764801.0,0.0,1,0.0,Jermaine Kearse,Panthers,WR
5376,10000.0,10000.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116985856.0,0.0,1,0.0,Danny Amendola,Bills,WR
5377,6561.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71639296.0,0.0,1,0.0,Torrey Smith,Broncos,WR
5378,6561.0,4096.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88529281.0,0.0,1,0.0,Andre Roberts,Rams,WR
5379,6561.0,81.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313441.0,0.0,1,0.0,Stevie Johnson,Patriots,WR
5380,6561.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74805201.0,0.0,1,0.0,Harry Douglas,Saints,WR
5381,6561.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336336.0,0.0,1,0.0,Jerricho Cotchery,Titans,WR
5382,6561.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,68574961.0,1.0,1,0.0,Doug Baldwin,Panthers,WR
5383,4096.0,16.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54700816.0,0.0,1,0.0,Kenny Stills,Falcons,WR
5384,4096.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45212176.0,0.0,1,0.0,Michael Floyd,Rams,WR
5385,4096.0,1.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614656.0,0.0,1,0.0,Andre Caldwell,Ravens,WR
5386,2401.0,1.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104976.0,0.0,1,0.0,Robert Woods,Patriots,WR
5387,2401.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6561.0,0.0,24010000.0,1.0,1,0.0,Rod Streater,Colts,WR
5388,2401.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35153041.0,0.0,1,0.0,Brandon Gibson,Browns,WR
5389,2401.0,1296.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37015056.0,0.0,1,0.0,Nate Burleson,Min,WR
5390,2401.0,16.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28561.0,0.0,1,0.0,Vincent Brown,Texans,WR
5391,2401.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,25411681.0,1.0,1,0.0,Antonio Brown,Titans,WR
5392,2401.0,16.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14641.0,0.0,1,0.0,Donnie Avery,Jaguars,WR
5393,2401.0,10000.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26873856.0,0.0,1,0.0,Miles Austin,Giants,WR
5394,1296.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18974736.0,0.0,1,0.0,DeAndre Hopkins,Chargers,WR
5395,1296.0,1.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.0,1,0.0,Junior Hemingway,Jaguars,WR
5396,1296.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16777216.0,0.0,1,0.0,Pierre Garcon,Eagles,WR
5397,625.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6765201.0,0.0,1,0.0,Golden Tate,Panthers,WR
5398,625.0,2401.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10556001.0,0.0,1,0.0,Emmanuel Sanders,Titans,WR
5399,625.0,625.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8503056.0,0.0,1,0.0,Santana Moss,Eagles,WR
5400,625.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6765201.0,0.0,1,0.0,Josh Morgan,Eagles,WR
5401,256.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4477456.0,0.0,1,0.0,Nate Washington,Steelers,WR
5402,256.0,256.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3111696.0,0.0,1,0.0,Kenbrell Thompkins,Bills,WR
5403,256.0,81.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560000.0,0.0,1,0.0,Cecil Shorts,Chiefs,WR
5404,256.0,81.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4100625.0,1.0,1,0.0,Jeremy Kerley,Buccaneers,WR
