,Year,Week,Name,Fumble TD,Fumbles Lost,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
1,2010.0,2,Adrian Peterson,0.0,0.0,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,9.0,RB,0.0,0.0,14.0,3.0,0.0,19.0,0.0,87.0,1.0,Dolphins,0.0,0.0,0.0,Min,116.0,10.0,12.0,DST,50.0,3.0,1.0,166.0,0.0,1.0
2,2010.0,3,Adrian Peterson,0.0,0.0,Lions,0.0,0.0,0.0,0.0,0.0,0.0,16.5,RB,0.0,0.0,27.5,4.0,0.0,23.5,0.5,116.0,0.5,Lions,0.0,1.5,0.5,Min,305.0,27.0,10.5,DST,131.5,4.5,0.0,436.5,0.0,0.5
3,2010.0,5,Adrian Peterson,0.0,0.0,Jets,0.0,0.0,0.0,0.0,0.0,0.0,21.33333333333333,RB,0.0,0.0,28.33333333333333,4.333333333333333,0.0,23.33333333333333,1.0,130.66666666666666,0.3333333333333333,Jets,0.25,1.25,1.0,Min,233.25,15.25,11.0,DST,74.75,2.0,0.0,308.0,0.0,0.5
4,2010.0,6,Adrian Peterson,0.0,0.0,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,18.5,RB,0.0,0.0,26.25,3.5,0.0,22.0,0.75,120.0,0.5,Cowboys,0.0,0.25,0.5,Min,202.5,21.75,9.0,DST,102.25,2.25,0.0,304.75,0.25,0.5
5,2010.0,7,Adrian Peterson,0.0,0.0,Packers,0.0,0.0,0.0,0.0,0.0,0.0,17.4,RB,0.0,0.0,20.6,3.0,0.0,22.4,0.8,110.6,0.4,Packers,0.0,0.3333333333333333,1.1666666666666667,Min,215.5,18.666666666666668,11.0,DST,112.33333333333331,3.5,0.0,327.8333333333333,0.16666666666666666,0.5
6,2010.0,8,Adrian Peterson,0.0,0.0,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,18.33333333333333,RB,0.0,0.0,24.0,2.833333333333333,0.0,23.33333333333333,0.8333333333333334,114.0,0.5,Patriots,0.3333333333333333,0.6666666666666666,1.3333333333333333,Min,282.0,22.66666666666667,13.833333333333336,DST,97.66666666666669,2.0,0.0,379.66666666666674,0.8333333333333334,0.5
7,2010.0,9,Adrian Peterson,0.0,0.0,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,18.571428571428573,RB,0.0,0.0,27.714285714285715,3.1428571428571432,0.0,23.57142857142857,0.8571428571428571,110.85714285714286,0.5714285714285714,Cardinals,0.2857142857142857,1.0,1.0,Min,231.0,28.285714285714285,12.857142857142858,DST,143.14285714285714,2.142857142857143,0.0,374.1428571428572,0.7142857142857143,0.5714285714285714
8,2010.0,10,Adrian Peterson,0.0,0.0,Bears,0.0,0.0,0.0,0.0,0.0,0.0,19.5,RB,0.0,0.125,32.125,3.25,0.0,22.5,0.875,107.125,0.5,Bears,0.25,1.125,1.375,Min,225.75,16.625,13.625,DST,83.875,1.5,0.0,309.625,0.375,0.5
9,2010.0,11,Adrian Peterson,0.0,0.0,Packers,0.0,0.0,0.0,0.0,0.0,0.0,18.11111111111111,RB,0.0,0.1111111111111111,31.222222222222218,3.333333333333333,0.0,21.88888888888889,0.7777777777777778,100.88888888888887,0.5555555555555556,Packers,0.0,0.5555555555555556,1.5555555555555556,Min,211.77777777777774,15.888888888888891,14.333333333333336,DST,114.22222222222223,3.111111111111111,0.0,326.0,0.4444444444444444,0.4444444444444444
10,2010.0,12,Adrian Peterson,0.0,0.0,Redskins,0.0,0.0,0.0,0.0,0.0,0.0,17.1,RB,0.0,0.1,29.7,3.1,0.0,21.1,0.7,98.0,0.5,Redskins,0.2,1.1,1.0,Min,280.1,24.5,11.4,DST,131.0,2.0,0.0,411.1,0.3,0.5
