,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,26,0,1,1,Travis Coons,Jets,4.0,K,1,1,1,2015,1,Jets,0,4,1,Browns,217,10,20.0,DST,104,3.0,0,321,0,0
1,58,0,0,0,Travis Coons,Titans,4.0,K,2,4,4,2015,0,Titans,0,0,0,Browns,158,28,2.0,DST,116,2.0,0,274,0,1
2,73,0,2,2,Travis Coons,Raiders,8.0,K,3,2,2,2015,0,Raiders,0,1,1,Browns,316,20,13.0,DST,39,5.0,0,355,0,1
3,101,0,4,4,Travis Coons,Chargers,13.0,K,4,1,1,2015,1,Chargers,0,1,0,Browns,332,27,7.0,DST,100,4.0,0,432,0,0
4,130,0,4,4,Travis Coons,Ravens,13.0,K,5,1,1,2015,1,Ravens,0,0,0,Browns,422,33,4.0,DST,83,4.0,0,505,0,0
5,176,0,1,1,Travis Coons,Broncos,5.0,K,6,2,2,2015,0,Broncos,0,1,2,Browns,189,23,17.0,DST,109,4.0,0,298,1,1
6,204,0,2,2,Travis Coons,Rams,6.0,K,7,0,0,2015,1,Rams,0,4,0,Browns,282,6,28.0,DST,82,4.0,0,364,1,0
7,240,0,0,0,Travis Coons,Cardinals,2.0,K,8,3,2,2015,0,Cardinals,0,1,1,Browns,215,20,9.0,DST,39,1.0,0,254,0,1
8,265,0,1,1,Travis Coons,Bengals,4.0,K,9,1,1,2015,1,Bengals,0,0,0,Browns,144,10,10.0,DST,69,3.0,0,213,0,0
9,291,0,1,1,Travis Coons,Steelers,3.0,K,10,1,0,2015,1,Steelers,0,2,1,Browns,327,9,19.0,DST,15,6.0,0,342,0,0
10,336,0,3,2,Travis Coons,Ravens,9.0,K,12,3,3,2015,0,Ravens,1,0,0,Browns,275,27,17.0,DST,63,2.0,0,338,2,1
11,384,0,2,1,Travis Coons,Bengals,3.0,K,13,0,0,2015,0,Bengals,1,1,1,Browns,205,3,19.0,DST,68,3.0,0,273,0,1
12,409,0,2,1,Travis Coons,49ers,6.0,K,14,3,3,2015,0,49ers,1,1,1,Browns,251,24,9.0,DST,230,2.0,0,481,0,1
13,437,0,2,2,Travis Coons,Seahawks,7.0,K,15,1,1,2015,1,Seahawks,0,0,1,Browns,136,13,12.0,DST,94,3.0,0,230,0,0
14,469,0,3,2,Travis Coons,Chiefs,7.0,K,16,1,1,2015,1,Chiefs,1,0,1,Browns,136,13,11.0,DST,232,0.0,0,368,0,0
15,490,0,4,4,Travis Coons,Steelers,12.0,K,17,0,0,2015,0,Steelers,0,2,2,Browns,177,12,22.0,DST,86,7.0,0,263,0,1
