,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
24,24,24,0,0,Kerwynn Williams,Lions,0,0,0,0,0,0,7.0,RB,0,0,2,1,0,5,1,10,1,2017
136,136,136,0,0,Kerwynn Williams,Colts,0,0,0,0,0,0,2.0,RB,0,0,0,0,0,9,0,22,2,2017
246,246,246,0,0,Kerwynn Williams,Cardinals,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,3,3,2017
324,324,324,0,0,Kerwynn Williams,Cardinals,0,0,0,0,0,0,1.0,RB,0,0,10,1,0,1,0,-1,4,2017
425,425,425,0,0,Kerwynn Williams,Eagles,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,3,0,-2,5,2017
484,484,484,0,0,Kerwynn Williams,Cardinals,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,3,0,14,6,2017
558,558,558,0,0,Kerwynn Williams,Rams,0,0,0,0,0,0,2.0,RB,0,0,27,2,0,0,0,0,7,2017
720,720,720,0,0,Kerwynn Williams,49ers,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,6,9,2017
879,879,879,0,0,Kerwynn Williams,Texans,0,0,0,0,0,0,0.0,RB,0,0,9,1,0,1,0,9,11,2017
957,957,957,0,0,Kerwynn Williams,Cardinals,0,0,0,0,0,0,1.0,RB,0,0,10,1,0,3,0,8,12,2017
997,997,997,0,0,Kerwynn Williams,Cardinals,0,0,0,0,0,0,9.0,RB,0,0,0,0,0,16,0,97,13,2017
