,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,DeAngelo Williams,Redskins,0,0,0,0,0,0,28.0,RB,0,0,28,6,0,26,2,143,1,2016,1
1,1,0,0,Spencer Ware,Chargers,0,0,0,0,0,0,25.0,RB,0,0,129,7,0,11,1,70,1,2016,0
2,2,0,0,C.J. Anderson,Panthers,0,0,0,0,0,0,25.0,RB,0,1,47,4,0,20,1,92,1,2016,0
3,3,0,0,Theo Riddick,Colts,0,0,0,0,0,0,22.0,RB,0,1,63,5,0,7,1,45,1,2016,1
4,4,0,0,Carlos Hyde,LA,0,0,0,0,0,0,20.0,RB,0,0,5,2,0,23,2,88,1,2016,0
5,5,0,1,DeMarco Murray,Min,0,0,0,0,0,0,18.0,RB,0,2,35,5,0,13,0,42,1,2016,0
6,6,0,0,David Johnson,Patriots,0,0,0,0,0,0,18.0,RB,0,0,43,4,0,16,1,89,1,2016,0
7,7,0,0,Danny Woodhead,Chiefs,0,0,0,0,0,0,17.0,RB,0,1,31,5,0,16,0,89,1,2016,1
8,8,0,0,Melvin Gordon,Chiefs,0,0,0,0,0,0,17.0,RB,0,0,0,0,0,14,2,57,1,2016,1
9,9,0,0,Ameer Abdullah,Colts,0,0,0,0,0,0,17.0,RB,0,1,57,5,0,12,0,63,1,2016,1
10,10,0,0,Jalen Richard,Saints,0,0,0,0,0,0,15.0,RB,0,0,11,2,0,3,1,84,1,2016,1
11,11,0,0,Matt Forte,Bengals,0,0,0,0,0,0,14.0,RB,0,0,59,5,0,22,0,96,1,2016,0
12,12,0,0,Ryan Mathews,Browns,0,0,0,0,0,0,13.0,RB,0,0,0,0,0,22,1,77,1,2016,0
13,13,0,0,Isaiah Crowell,Eagles,0,0,0,0,0,0,13.0,RB,0,0,16,2,0,12,1,62,1,2016,1
14,14,0,0,T.J. Yeldon,Packers,0,0,0,0,0,0,12.0,RB,0,0,30,4,0,21,1,39,1,2016,0
15,15,0,0,Latavius Murray,Saints,0,0,0,0,0,0,12.0,RB,0,0,13,1,0,14,1,59,1,2016,1
16,16,0,0,LeSean McCoy,Ravens,0,0,0,0,0,0,12.0,RB,0,0,12,4,0,16,1,58,1,2016,1
17,17,0,1,LeGarrette Blount,Cardinals,0,0,0,0,0,0,12.0,RB,0,0,0,0,0,22,1,70,1,2016,1
18,18,0,0,Lamar Miller,Bears,0,0,0,0,0,0,11.0,RB,0,0,11,4,0,28,0,106,1,2016,0
19,19,0,0,Jeremy Langford,Texans,0,0,0,0,0,0,11.0,RB,0,0,6,2,0,17,1,57,1,2016,1
20,20,0,0,Ezekiel Elliott,Giants,0,0,0,0,0,0,11.0,RB,0,0,1,1,0,20,1,51,1,2016,0
21,21,0,0,Tevin Coleman,Buccaneers,0,0,0,0,0,0,11.0,RB,0,0,95,5,0,8,0,22,1,2016,0
22,22,0,0,Chris Thompson,Steelers,0,0,0,0,0,0,9.0,RB,0,0,16,2,0,4,1,23,1,2016,0
23,23,0,0,Charles Sims,Falcons,0,0,0,0,0,0,9.0,RB,0,1,32,3,0,4,0,9,1,2016,1
24,24,0,0,Doug Martin,Falcons,0,0,0,0,0,0,9.0,RB,0,0,34,5,0,18,0,62,1,2016,1
25,25,0,0,Jeremy Hill,Jets,0,0,0,0,0,0,9.0,RB,0,0,0,0,0,9,1,31,1,2016,1
26,26,0,0,Arian Foster,Seahawks,0,0,0,0,0,0,9.0,RB,0,0,62,3,0,13,0,38,1,2016,1
27,27,0,0,Andy Janovich,Panthers,0,0,0,0,0,0,8.0,RB,0,0,0,0,0,1,1,28,1,2016,0
28,28,0,0,Eddie Lacy,Jaguars,0,0,0,0,0,0,7.0,RB,0,0,17,1,0,14,0,61,1,2016,1
29,29,0,0,Rashad Jennings,Cowboys,0,0,0,0,0,0,7.0,RB,0,0,3,1,0,18,0,75,1,2016,1
30,30,0,0,Mark Ingram,Raiders,0,0,0,0,0,0,7.0,RB,0,0,29,2,0,12,0,58,1,2016,0
31,31,0,1,Shaun Draughn,LA,0,0,0,0,0,0,7.0,RB,0,0,18,2,0,7,1,18,1,2016,0
32,32,0,0,Travaris Cadet,Raiders,0,0,0,0,0,0,7.0,RB,0,1,14,3,0,1,0,1,1,2016,0
33,33,0,0,Dwayne Washington,Colts,0,0,0,0,0,0,6.0,RB,0,0,0,0,0,2,1,1,1,2016,1
34,34,0,0,Jonathan Stewart,Broncos,0,0,0,0,0,0,6.0,RB,0,0,0,0,0,15,0,64,1,2016,1
35,35,0,0,Jamize Olawale,Saints,0,0,0,0,0,0,6.0,RB,0,0,0,0,0,1,1,2,1,2016,1
36,36,0,0,Christine Michael,Dolphins,0,0,0,0,0,0,6.0,RB,0,0,5,2,0,15,0,66,1,2016,0
37,37,0,0,Frank Gore,Lions,0,0,0,0,0,0,6.0,RB,0,0,19,4,0,14,0,59,1,2016,0
38,38,0,0,Shane Vereen,Cowboys,0,0,0,0,0,0,5.0,RB,0,0,23,3,0,6,0,38,1,2016,1
39,39,0,0,Thomas Rawls,Dolphins,0,0,0,0,0,0,5.0,RB,0,0,26,3,0,12,0,32,1,2016,0
40,40,0,0,Justin Forsett,Bills,0,0,0,0,0,0,5.0,RB,0,0,15,2,0,10,0,41,1,2016,0
41,41,0,0,James White,Cardinals,0,0,0,0,0,0,4.0,RB,0,0,40,5,0,1,0,4,1,2016,1
42,42,0,0,Bilal Powell,Bengals,0,0,0,0,0,0,4.0,RB,0,0,7,2,0,4,0,41,1,2016,0
43,43,0,0,Duke Johnson,Eagles,0,0,0,0,0,0,4.0,RB,0,0,28,3,0,3,0,22,1,2016,1
44,44,0,0,Derrick Henry,Min,0,0,0,0,0,0,4.0,RB,0,0,41,2,0,5,0,3,1,2016,0
45,45,0,0,Todd Gurley,49ers,0,0,0,0,0,0,4.0,RB,0,0,-5,1,0,17,0,47,1,2016,1
46,46,0,0,Devonta Freeman,Buccaneers,0,0,0,0,0,0,4.0,RB,0,0,20,4,0,11,0,20,1,2016,0
47,47,0,0,Kenjon Barner,Browns,0,0,0,0,0,0,4.0,RB,0,0,0,0,0,4,0,42,1,2016,0
48,48,0,0,Terrance West,Bills,0,0,0,0,0,0,3.0,RB,0,0,6,2,0,12,0,32,1,2016,0
49,49,0,0,Darren Sproles,Browns,0,0,0,0,0,0,3.0,RB,0,0,24,2,0,5,0,12,1,2016,0
50,50,0,0,Adrian Peterson,Titans,0,0,0,0,0,0,3.0,RB,0,0,0,0,0,19,0,31,1,2016,1
51,51,0,0,Alfred Morris,Giants,0,0,0,0,0,0,3.0,RB,0,0,0,0,0,7,0,35,1,2016,0
52,52,0,0,Damien Williams,Seahawks,0,0,0,0,0,0,2.0,RB,0,0,29,1,0,2,0,9,1,2016,1
53,53,0,0,Charcandrick West,Chargers,0,0,0,0,0,0,2.0,RB,0,0,24,6,0,3,0,-1,1,2016,0
54,54,0,0,DeAndre Washington,Saints,0,0,0,0,0,0,2.0,RB,0,0,10,1,0,5,0,14,1,2016,1
55,55,0,0,Kyle Juszczyk,Bills,0,0,0,0,0,0,2.0,RB,0,0,21,2,0,1,0,2,1,2016,0
56,56,0,0,Matt Jones,Steelers,0,0,0,0,0,0,2.0,RB,0,0,9,1,0,7,0,24,1,2016,0
57,57,0,0,Josh Ferguson,Lions,0,0,0,0,0,0,2.0,RB,0,0,26,2,0,1,0,-2,1,2016,0
58,58,0,0,Giovani Bernard,Jets,0,0,0,0,0,0,2.0,RB,0,0,5,2,0,5,0,25,1,2016,1
59,59,0,0,Fozzy Whittaker,Broncos,0,0,0,0,0,0,1.0,RB,0,0,4,1,0,3,0,13,1,2016,1
60,60,0,0,Robert Turbin,Lions,0,0,0,0,0,0,1.0,RB,0,0,15,2,0,1,0,4,1,2016,0
61,61,0,0,C.J. Prosise,Dolphins,0,0,0,0,0,0,1.0,RB,0,0,13,1,0,1,0,-2,1,2016,0
62,62,0,0,Taiwan Jones,Saints,0,0,0,0,0,0,1.0,RB,0,0,17,2,0,1,0,-8,1,2016,1
63,63,0,0,Lance Dunbar,Giants,0,0,0,0,0,0,1.0,RB,0,0,16,1,0,0,0,0,1,2016,0
64,64,0,0,Matt Asiata,Titans,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,4,0,13,1,2016,1
65,65,0,0,Fitzgerald Toussaint,Redskins,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,3,0,6,1,2016,1
66,66,0,0,Mike Tolbert,Broncos,0,0,0,0,0,0,0.0,RB,0,0,1,1,0,2,0,6,1,2016,1
67,67,0,0,James Starks,Jaguars,0,0,0,0,0,0,0.0,RB,0,0,6,1,0,4,0,7,1,2016,1
68,68,0,0,Wendell Smallwood,Browns,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,1,1,2016,0
69,69,0,0,Jay Prosch,Bears,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,2,1,2016,0
70,70,0,0,Jerick McKinnon,Titans,0,0,0,0,0,0,0.0,RB,0,0,3,1,0,1,0,6,1,2016,1
71,71,0,0,John Kuhn,Raiders,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,4,1,2016,0
72,72,0,0,Chris Johnson,Patriots,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,2,1,2016,0
73,73,0,0,Tim Hightower,Raiders,0,0,0,0,0,0,0.0,RB,0,0,1,1,0,4,0,9,1,2016,0
