,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
519,0.0,2.0,3.0,3.0,Matt Bryant,Saints,17.0,K,1,4.0,4.0,2014.0,0.0
577,0.0,2.0,3.0,3.0,Matt Bryant,Bengals,17.0,K,2,4.0,4.0,2014.0,0.0
599,29.0,1.0,2.0,2.0,Matt Bryant,Buccaneers,10.5,K,3,2.5,2.5,2014.0,0.5
637,46.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,Matt Bryant,Min,9.666666666666666,K,4,4.333333333333333,4.333333333333333,2014.0,0.3333333333333333
657,64.0,0.5,1.25,1.0,Matt Bryant,Giants,8.25,K,5,4.25,4.25,2014.0,0.5
680,78.8,0.4,1.4,1.2,Matt Bryant,Bears,8.2,K,6,3.8,3.8,2014.0,0.6
731,92.5,0.6666666666666666,1.5,1.3333333333333333,Matt Bryant,Ravens,8.666666666666666,K,7,3.3333333333333335,3.3333333333333335,2014.0,0.5
760,109.57142857142857,0.5714285714285714,1.4285714285714286,1.1428571428571428,Matt Bryant,Lions,7.571428571428571,K,8,3.0,3.0,2014.0,0.5714285714285714
790,126.0,0.5,1.25,1.0,Matt Bryant,Buccaneers,7.0,K,10,3.0,3.0,2014.0,0.5
819,142.11111111111111,0.4444444444444444,1.5555555555555556,1.3333333333333333,Matt Bryant,Panthers,7.666666666666667,K,11,2.7777777777777777,2.7777777777777777,2014.0,0.5555555555555556
859,157.9,0.4,1.8,1.6,Matt Bryant,Browns,8.2,K,12,2.6,2.6,2014.0,0.6
877,174.45454545454547,0.45454545454545453,1.7272727272727273,1.5454545454545454,Matt Bryant,Cardinals,8.181818181818182,K,13,2.6363636363636362,2.6363636363636362,2014.0,0.5454545454545454
920,189.75,0.4166666666666667,2.0,1.8333333333333333,Matt Bryant,Packers,8.916666666666666,K,14,2.5833333333333335,2.5833333333333335,2014.0,0.5
956,206.0,0.46153846153846156,2.0,1.7692307692307692,Matt Bryant,Steelers,8.923076923076923,K,15,2.6923076923076925,2.6923076923076925,2014.0,0.5384615384615384
977,222.5,0.42857142857142855,2.0,1.7857142857142858,Matt Bryant,Saints,8.857142857142858,K,16,2.642857142857143,2.642857142857143,2014.0,0.5
1036,238.2,0.4666666666666667,2.066666666666667,1.8666666666666667,Matt Bryant,Panthers,9.2,K,17,2.6666666666666665,2.6666666666666665,2014.0,0.5333333333333333
