,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
5,5,5,0,0,Zach Ertz,Redskins,0,0,0,0,0,0,9.0,TE,0,0,93,8,0,0,0,0,1,2017
54,54,54,0,0,Zach Ertz,Chiefs,0,0,0,0,0,0,9.0,TE,0,0,97,5,0,0,0,0,2,2017
105,105,105,0,1,Zach Ertz,Eagles,0,0,0,0,0,0,10.0,TE,0,1,55,8,0,0,0,0,3,2017
161,161,161,0,0,Zach Ertz,Chargers,0,0,0,0,0,0,8.0,TE,0,0,81,5,0,0,0,0,4,2017
207,207,207,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,12.0,TE,0,1,61,6,0,0,0,0,5,2017
255,255,255,0,0,Zach Ertz,Panthers,0,0,0,0,0,0,13.0,TE,0,2,18,2,0,0,0,0,6,2017
301,301,301,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,14.0,TE,0,1,89,5,0,0,0,0,7,2017
358,358,358,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,9.0,TE,0,1,34,4,0,0,0,0,8,2017
533,533,533,0,0,Zach Ertz,Cowboys,0,0,0,0,0,0,0.0,TE,0,0,8,2,0,0,0,0,11,2017
540,540,540,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,16.0,TE,0,1,103,10,0,0,0,0,12,2017
619,619,619,0,0,Zach Ertz,Steelers,0,0,0,0,0,0,2.0,TE,0,0,24,2,0,0,0,0,13,2017
