,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
27,27,27.0,0.0,0.0,Larry Fitzgerald,Lions,0.0,0.0,0.0,0.0,0.0,0.0,7.0,WR,0.0,0.0,74.0,6.0,0.0,0.0,0.0,0.0,1,2017.0
181,181,27.0,0.0,0.0,Larry Fitzgerald,Colts,0.0,0.0,0.0,0.0,0.0,0.0,7.0,WR,0.0,0.0,74.0,6.0,0.0,0.0,0.0,0.0,2,2017.0
225,225,104.0,0.0,0.0,Larry Fitzgerald,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,4.5,WR,0.0,0.0,47.5,4.5,0.0,0.0,0.0,0.0,3,2017.0
365,365,144.33333333333334,0.0,0.0,Larry Fitzgerald,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,WR,0.0,0.3333333333333333,81.33333333333333,7.333333333333333,0.0,0.0,0.0,0.0,4,2017.0
493,493,199.5,0.0,0.0,Larry Fitzgerald,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,9.5,WR,0.0,0.5,69.0,6.5,0.0,0.0,0.0,0.0,5,2017.0
562,562,258.2,0.0,0.0,Larry Fitzgerald,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,8.6,WR,0.0,0.4,65.4,6.4,0.0,0.0,0.0,0.0,6,2017.0
733,733,308.8333333333333,0.0,0.16666666666666666,Larry Fitzgerald,Rams,0.0,0.0,0.0,0.0,0.0,0.0,10.166666666666666,WR,0.0,0.5,77.5,7.0,0.0,0.0,0.0,0.0,7,2017.0
892,892,369.42857142857144,0.0,0.14285714285714285,Larry Fitzgerald,49ers,0.0,0.0,0.0,0.0,0.0,0.0,9.0,WR,0.0,0.42857142857142855,70.57142857142857,6.428571428571429,0.0,0.0,0.0,0.0,9,2017.0
979,979,434.75,0.0,0.125,Larry Fitzgerald,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,8.75,WR,0.0,0.375,70.5,6.25,0.0,0.0,0.0,0.0,10,2017.0
1073,1073,495.22222222222223,0.0,0.1111111111111111,Larry Fitzgerald,Texans,0.0,0.0,0.0,0.0,0.0,0.0,9.0,WR,0.0,0.3333333333333333,75.22222222222223,6.666666666666667,0.0,0.0,0.0,0.0,11,2017.0
1236,1236,553.0,0.0,0.1,Larry Fitzgerald,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,9.6,WR,0.0,0.4,76.8,6.9,0.0,0.0,0.0,0.0,12,2017.0
1296,1296,615.0909090909091,0.0,0.09090909090909091,Larry Fitzgerald,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,9.0,WR,0.09090909090909091,0.36363636363636365,70.9090909090909,6.545454545454546,0.0,0.0,0.0,0.0,13,2017.0
