,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
118,118,118,0,0,Kenny Stills,Chargers,0,0,0,0,0,0,9.0,WR,0,1,37,2,0,0,0,0,2,2017
274,274,274,0,0,Kenny Stills,Jets,0,0,0,0,0,0,5.0,WR,0,0,51,4,0,0,0,0,3,2017
427,427,427,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,1.0,WR,0,0,13,3,0,0,0,0,4,2017
530,530,530,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,5,2017
578,578,578,0,0,Kenny Stills,Falcons,0,0,0,0,0,0,10.0,WR,0,1,49,4,0,0,0,0,6,2017
665,665,665,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,20.0,WR,0,2,85,6,0,0,0,0,7,2017
800,800,800,0,0,Kenny Stills,Ravens,0,0,0,0,0,0,6.0,WR,0,0,65,5,0,0,0,0,8,2017
921,921,921,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,2.0,WR,0,0,28,3,0,0,0,0,9,2017
994,994,994,0,0,Kenny Stills,Panthers,0,0,0,0,0,0,6.0,WR,0,0,67,5,0,0,0,0,10,2017
1069,1069,1069,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,24.0,WR,0,1,180,7,0,0,0,0,11,2017
1224,1224,1224,0,0,Kenny Stills,Patriots,0,0,0,0,0,0,4.0,WR,0,0,47,3,0,0,0,0,12,2017
1297,1297,1297,0,1,Kenny Stills,Dolphins,0,0,0,0,0,0,14.0,WR,0,1,98,5,0,0,0,0,13,2017
