,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1,2016,1,Dolphins,1,1,1,Seahawks,240,12,16.0,DST,112,3.0,0,352,0,1
58,2016,2,Dolphins,0,1,0,Patriots,302,31,4.0,DST,161,2.0,0,463,0,1
82,2016,3,Dolphins,0,1,0,Browns,261,24,7.0,DST,169,4.0,0,430,0,0
124,2016,4,Dolphins,0,0,0,Bengals,285,22,2.0,DST,77,1.0,0,362,0,1
140,2016,5,Dolphins,1,0,0,Titans,163,30,8.0,DST,235,0.0,0,398,1,0
160,2016,6,Dolphins,0,0,2,Steelers,169,15,10.0,DST,128,2.0,0,297,0,0
205,2016,7,Dolphins,0,0,0,Bills,200,25,5.0,DST,67,4.0,0,267,0,0
243,2016,9,Dolphins,0,0,2,Jets,191,23,14.0,DST,140,3.0,0,331,1,0
267,2016,10,Dolphins,0,0,4,Chargers,309,24,18.0,DST,70,3.0,0,379,1,1
301,2016,11,Dolphins,0,1,0,LA,125,10,10.0,DST,102,1.0,0,227,0,1
336,2016,12,Dolphins,0,1,1,49ers,282,24,7.0,DST,193,2.0,0,475,0,0
375,2016,13,Dolphins,0,1,1,Ravens,386,38,4.0,DST,110,0.0,0,496,0,1
389,2016,14,Dolphins,1,2,2,Cardinals,125,23,16.0,DST,175,3.0,0,300,0,0
416,2016,15,Dolphins,1,1,3,Jets,244,13,26.0,DST,116,3.0,0,360,1,1
475,2016,16,Dolphins,0,0,0,Bills,317,31,2.0,DST,272,2.0,0,589,0,1
511,2016,17,Dolphins,0,0,0,Patriots,276,35,0.0,DST,120,0.0,0,396,0,0
514,2013,1,Dolphins,0,0,3,Browns,244,10,19.0,DST,47,6.0,0,291,0,1
560,2013,2,Dolphins,0,0,1,Colts,315,20,9.0,DST,133,3.0,0,448,0,1
600,2013,3,Dolphins,0,1,1,Falcons,231,23,5.0,DST,146,0.0,0,377,0,0
633,2013,4,Dolphins,0,1,0,Saints,397,38,4.0,DST,68,2.0,0,465,0,1
647,2013,5,Dolphins,0,1,1,Ravens,251,26,13.0,DST,133,2.0,0,384,1,0
716,2013,7,Dolphins,0,0,1,Bills,178,23,7.0,DST,90,4.0,0,268,0,0
746,2013,8,Dolphins,0,0,1,Patriots,100,27,6.0,DST,152,3.0,0,252,0,1
753,2013,9,Dolphins,0,1,3,Bengals,302,20,25.0,DST,163,5.0,1,465,1,0
798,2013,10,Dolphins,0,0,1,Buccaneers,124,22,5.0,DST,140,2.0,0,264,0,1
818,2013,11,Dolphins,0,0,1,Chargers,281,16,9.0,DST,154,3.0,0,435,0,0
847,2013,12,Dolphins,1,0,1,Panthers,159,20,11.0,DST,136,3.0,0,295,0,0
865,2013,13,Dolphins,0,1,2,Jets,78,3,20.0,DST,99,4.0,0,177,0,1
912,2013,14,Dolphins,1,1,0,Steelers,328,28,7.0,DST,84,3.0,0,412,0,1
944,2013,15,Dolphins,0,0,1,Patriots,357,20,7.0,DST,96,1.0,0,453,0,0
980,2013,16,Dolphins,0,0,1,Bills,187,19,7.0,DST,203,1.0,0,390,0,1
1018,2013,17,Dolphins,0,0,0,Jets,220,20,4.0,DST,154,0.0,0,374,0,0
1029,2014,1,Dolphins,1,2,0,Patriots,226,20,14.0,DST,89,4.0,0,315,0,0
1087,2014,2,Dolphins,0,0,0,Bills,202,29,0.0,DST,113,0.0,0,315,0,1
1099,2014,3,Dolphins,0,2,0,Chiefs,168,34,11.0,DST,174,5.0,1,342,0,0
1121,2014,4,Dolphins,0,1,3,Raiders,264,14,20.0,DST,53,2.0,0,317,1,1
1192,2014,6,Dolphins,1,0,0,Packers,248,27,6.0,DST,121,3.0,0,369,0,0
1211,2014,7,Dolphins,0,2,1,Bears,172,14,13.0,DST,52,3.0,0,224,0,1
1236,2014,8,Dolphins,1,1,2,Jaguars,201,13,31.0,DST,176,4.0,0,377,2,1
1266,2014,9,Dolphins,0,1,3,Chargers,128,0,22.0,DST,50,4.0,0,178,0,0
1303,2014,10,Dolphins,1,0,1,Lions,288,20,11.0,DST,63,3.0,0,351,0,1
1327,2014,11,Dolphins,0,0,0,Bills,183,9,11.0,DST,54,2.0,1,237,0,0
1371,2014,12,Dolphins,0,1,0,Broncos,249,39,3.0,DST,201,1.0,0,450,0,1
1387,2014,13,Dolphins,0,0,1,Jets,49,13,11.0,DST,277,2.0,0,326,0,1
