,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
38,38,38.0,0.0,0.0,Maxx Williams,Bengals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1,2017.0
68,68,38.0,0.0,0.0,Maxx Williams,Ravens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2,2017.0
298,298,53.0,0.0,0.0,Maxx Williams,Ravens,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TE,0.0,0.0,13.0,2.5,0.0,0.5,0.0,1.0,6,2017.0
425,425,134.66666666666666,0.0,0.3333333333333333,Maxx Williams,Titans,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,TE,0.0,0.0,10.666666666666666,2.0,0.0,0.3333333333333333,0.0,0.6666666666666666,9,2017.0
523,523,207.25,0.0,0.25,Maxx Williams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,0.75,TE,0.0,0.0,15.25,2.25,0.0,0.25,0.0,0.5,11,2017.0
566,566,270.4,0.0,0.2,Maxx Williams,Ravens,0.0,0.0,0.0,0.0,0.0,0.0,0.6,TE,0.0,0.0,13.4,2.2,0.0,0.2,0.0,0.4,12,2017.0
636,636,319.6666666666667,0.0,0.16666666666666666,Maxx Williams,Ravens,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,TE,0.0,0.0,13.166666666666666,2.0,0.0,0.16666666666666666,0.0,0.3333333333333333,13,2017.0
